Name	Strain	Temp	Source_ID	Genome
Phialemoniopsis curvata	CBS 490.82	25	CECT 20314	
Phialemoniopsis curvata	CBS 491.82	25	CECT 20315	
Phialemonium dimorphosporum	CBS 492.82	25	CECT 20316	
Phialemonium obovatum	CBS 279.76	37	CECT 20317	
Phialemonium obovatum	CBS 730.97	37	CECT 20318	
Penicillium italicum	MUCL 15608	25	CECT 20332	
Arthrobotrys oligospora		25	CECT 20335	
Orbilia brochopaga		25	CECT 20336	
Arthrobotrys eudermata		25	CECT 20337	
Hohenbuehelia grisea	N90	22	CECT 20338	
Paecilomyces brunneolus	IFO 7563	25	CECT 20341	
Byssochlamys fulva	IFO 31767	30	CECT 20342	
Talaromyces byssochlamydoides	IMI 178524	37	CECT 20343	
Rosellinia necatrix		25	CECT 20347	
Talaromyces byssochlamydoides	CBS 150.75	37	CECT 20349	
Byssochlamys fulva	CBS 132.33	30	CECT 20350	
Byssochlamys fulva	CBS 135.62	30	CECT 20351	
Byssochlamys nivea	CBS 140.65	30	CECT 20353	
Byssochlamys nivea	CBS 899.70	30	CECT 20354	
Byssochlamys nivea	CBS 546.75	30	CECT 20355	
Byssochlamys nivea	CBS 695.95	30	CECT 20356	
Byssochlamys nivea	CBS 102192	30	CECT 20357	
Byssochlamys nivea	CBS 100.11	30	CECT 20358	
Paecilomyces variotii	CBS 699.95	25	CECT 20360	
Penicillium allii-sativi	BPL1	25	CECT 20362	
Penicillium chrysogenum	BLP2	25	CECT 20363	
Penicillium mexicanum	BLP3	25	CECT 20364	
Aspergillus terreus	BLA1	25	CECT 20365	
Aspergillus fumigatus	BCA1	25	CECT 20366	
Trichoderma asperellum	BLT1	25	CECT 20367	
Trichoderma asperellum	BLT2	25	CECT 20368	
Scopulariopsis brevicaulis	BCX2	25	CECT 20369	
Beauveria bassiana	EA Bb90/1Am	25	CECT 20370	
Beauveria bassiana	EA Bb 90/4 Cb	25	CECT 20372	
Beauveria bassiana	EA Bb 91/7 Dm	25	CECT 20374	
Beauveria bassiana	EA Bb 92/10 Dm	25	CECT 20375	
Beauveria bassiana	EA Bb 92/11 Dm	25	CECT 20376	
Beauveria bassiana	EA Bb 92/12	25	CECT 20377	
Beauveria bassiana	EA Bb 93/14-Tp	25	CECT 20378	
Beauveria bassiana	EA Bb 96/1-Bomb	25	CECT 20379	
Penicillium jensenii	IMI 039768	24	CECT 20381	
Botryotinia fuckeliana	305-10	25	CECT 20382	
Aspergillus carbonarius	CBS 111.26	25	CECT 20384	
Aspergillus niger	CBS 102.12	25	CECT 20385	
Aspergillus violaceofuscus	CBS 114.51	25	CECT 20386	
Aspergillus brunneoviolaceus	CBS 101.43	25	CECT 20387	
Aspergillus niger	CBS 114.49	25	CECT 20388	
Aspergillus niger	CBS 121.28	25	CECT 20389	
Aspergillus helicothrix	CBS 677.79	25	CECT 20390	
Aspergillus heteromorphus	CBS 117.55	25	CECT 20391	
Aspergillus tubingensis	CBS 134.48	25	CECT 20392	
Aspergillus tubingensis	IMI 172296	25	CECT 20393	
Aspergillus ellipticus	IMI 278384	25	CECT 20394	
Aspergillus ellipticus	IMI 172283	25	CECT 20395	
Aspergillus luchuensis	IMI 104688	25	CECT 20396	
Aspergillus foetidus	IMI 175963	25	CECT 20397	
Purpureocillium lilacinum		25	CECT 20398	
Aspergillus tamarii	H/6-28-1	25	CECT 20399	
Aspergillus flavus	H/6-15-1	25	CECT 20400	
Aspergillus flavus	H/6-15-2	25	CECT 20401	
Aspergillus flavus	H/6-15-5	25	CECT 20402	
Aspergillus flavus	H/6-15-8	25	CECT 20403	
Aspergillus terreus	H/6-39-1	25	CECT 20404	
Aspergillus terreus	H/6-39-3	25	CECT 20405	
Aspergillus terreus	H/6-39-6	25	CECT 20406	
Aspergillus terreus	H/6-39-7	25	CECT 20407	
Aspergillus terreus	H/6-39-8	25	CECT 20408	
Lecanicillium fungicola		25	CECT 20410	
Colletotrichum nymphaeae		25	CECT 20411	
Beauveria bassiana		25	CECT 20412	
Akanthomyces lecanii		25	CECT 20413	
Tolypocladium cylindrosporum		25	CECT 20414	
Talaromyces pinophilus	HG-8	25	CECT 20415	
Penicillium glabrum	F2	25	CECT 20418	
Simplicillium aogashimaense		25	CECT 20419	
Fusarium oxysporum	F6	25	CECT 20420	
Cladosporium oxysporum	F8	25	CECT 20421	
Mucor plumbeus	F11	25	CECT 20422	
Talaromyces sp.	F14	25	CECT 20425	
Penicillium citreonigrum	F15	25	CECT 20426	
Chamaeleomyces viridis	F16	28	CECT 20427	
Lecanicillium psalliotae	F18	25	CECT 20428	
Penicillium rubens	F19	25	CECT 20429	
Umbelopsis isabellina	F21	25	CECT 20430	
Phytophthora capsici	21-4P	25	CECT 20432	
Trichoderma breve	FMR 6424	25	CECT 20435	
Talaromyces atroroseus	IMI 040037	25	CECT 20436	
Penicillium decumbens		25	CECT 20437	
Penicillium citreonigrum	IMI 068225	25	CECT 20438	
Penicillium decumbens		25	CECT 20439	
Penicillium lilacinoechinulatum	CBS 454.93	25	CECT 20440	
Talaromyces purpureogenus	CBS 286.36	25	CECT 20441	
Umbelopsis isabellina		25	CECT 20442	
Paecilomyces amoene-roseus	IMI 186969	25	CECT 20451	
Paecilomyces amoene-roseus	IMI 186961	25	CECT 20452	
Paecilomyces carneus	IMI 100711	25	CECT 20453	
Paecilomyces clavisporus	IMI 248496	25	CECT 20454	
Paecilomyces clavisporus	IMI 146851	25	CECT 20455	
Paecilomyces cicadae	IFO 33061	25	CECT 20456	
Paecilomyces aerugineus	CBS 176.97	37	CECT 20457	
Paecilomyces aerugineus	CBS 350.66	37	CECT 20458	
Paecilomyces amoene-roseus	CBS 107.73	25	CECT 20459	
Sarocladium bacillisporum		25	CECT 20460	
Sarocladium bacillisporum		25	CECT 20461	
Sarocladium bacillisporum	CBS 425.67	25	CECT 20462	
Clonostachys buxi	CBS 202.69	25	CECT 20464	
Clonostachys buxi	CBS 288.62	25	CECT 20465	
Paecilomyces carneus	CBS 158.69	25	CECT 20466	
Paecilomyces carneus	CBS 239.32	25	CECT 20467	
Paecilomyces carneus	CBS 338.54	25	CECT 20468	
Paecilomyces cateniannulatus		25	CECT 20469	
Cordyceps cateniobliqua	CBS 153.83	25	CECT 20470	
Fusarium oxysporum		28	CECT 20474	
Trichoderma afroharzianum	14	26	CECT 20478	
Trichoderma harzianum	15	25	CECT 20479	
Ophiostoma galeiforme		25	CECT 20482	
Penicillium roqueforti		24	CECT 20485	
Fusarium culmorum	FG1	25	CECT 20486	
Fusarium graminearum	FG2	25	CECT 20487	
Fusarium cerealis	FG4	25	CECT 20488	
Fusarium cerealis	FG5	25	CECT 20489	
Fusarium mesoamericanum	FG6	25	CECT 20490	
Fusarium mesoamericanum	FG 8	25	CECT 20491	
Gibberella zeae	FG 10	25	CECT 20492	
Fusarium culmorum	FCu1	25	CECT 20493	
Fusarium culmorum	FCu2	25	CECT 20494	
Fusarium culmorum	FCu3	25	CECT 20495	
Fusarium culmorum	FCu4	25	CECT 20496	
Fusarium culmorum	FCu 5	25	CECT 20497	
Beauveria bassiana		25	CECT 20499	
Thermoascus crustaceus	IMI 126333	40	CECT 20501	
Talaromyces leycettanus	IMI 178525	40	CECT 20502	
Byssochlamys zollerniae	CBS 374.70	30	CECT 20504	
Thermoascus crustaceus	CBS 348.92	40	CECT 20505	
Talaromyces leycettanus	CBS 275.70	40	CECT 20506	
Talaromyces leycettanus	CBS 473.92	40	CECT 20507	
Penicillium roqueforti		25	CECT 20508	
Penicillium roqueforti		26	CECT 20509	
Aspergillus steynii	AsO2	25	CECT 20510	
Trichoderma gamsii		25	CECT 20511	
Trichoderma atroviride		25	CECT 20512	
Trichoderma asperellum	A	25	CECT 20513	
Trichoderma asperellum	B	25	CECT 20514	
Trichoderma asperellum		25	CECT 20515	
Botryotinia fuckeliana		25	CECT 20516	
Botryotinia fuckeliana		25	CECT 20518	
Phytophthora ramorum	C 39	20	CECT 20519	
Trichoderma simmonsii	Amds	25	CECT 20520	
Trichoderma harzianum	33-T30	25	CECT 20521	
Trichoderma harzianum	42-T143	25	CECT 20522	
Trichoderma harzianum	33CBD-T6	25	CECT 20523	
Trichoderma harzianum	33CBD-T7	25	CECT 20524	
Trichoderma harzianum	42CBD-T14	25	CECT 20525	
Trichoderma harzianum	42CBD-T19	25	CECT 20526	
Bipolaris cynodontis	CBS 109894	25	CECT 20538	
Trichoderma asperellum	T32	25	CECT 20539	
Aspergillus tubingensis	Bo56	26	CECT 20543	
Aspergillus tubingensis	Bo66	26	CECT 20544	
Aspergillus tubingensis	Mn24	26	CECT 20545	
Fusarium proliferatum		25	CECT 20546	
Fusarium cerealis	Fce1	25	CECT 20547	
Beauveria bassiana	E1299	25	CECT 20548	
Trichoderma orientale	HF-3	25	CECT 20549	
Trichoderma orientale	HF-5	25	CECT 20550	
Trichoderma orientale	HF-9	25	CECT 20551	
Mucor plumbeus	HF-14	25	CECT 20552	
Penicillium glabrum	HF-23	25	CECT 20553	
Penicillium rubens	HF-28	25	CECT 20554	
Penicillium glabrum	HF-47	26	CECT 20555	
Penicillium roqueforti	HF-58	25	CECT 20557	
Penicillium glabrum	HF-110	25	CECT 20558	
Talaromyces amestolkiae	HF-113	25	CECT 20559	
Alternaria alternata		25	CECT 20560	
Mucor racemosus	HF-92	25	CECT 20561	
Trichoderma citrinoviride	HF-124	25	CECT 20562	
Ulocladium botrytis		25	CECT 20564	
Penicillium hetheringtonii	CR-316	26	CECT 20566	
Phytophthora citricola	IFAPA-CH455	25	CECT 20567	
Fusarium circinatum	580 (10)/04	25	CECT 20568	
Fusarium proliferatum	2/1035	25	CECT 20569	
Phycomyces blakesleeanus	C11	25	CECT 20570	
Phycomyces blakesleeanus	A98	25	CECT 20571	
Phycomyces blakesleeanus	C109	25	CECT 20572	
Phycomyces blakesleeanus	C110	25	CECT 20573	
Phycomyces blakesleeanus	C111	25	CECT 20574	
Phycomyces blakesleeanus	C115	25	CECT 20575	
Phycomyces blakesleeanus	A329	25	CECT 20576	
Phycomyces blakesleeanus	A893	25	CECT 20577	
Phycomyces blakesleeanus	A909	25	CECT 20578	
Aspergillus costaricaensis	CBS 115574	25	CECT 20579	
Aspergillus homomorphus	CBS 101889	25	CECT 20580	
Aspergillus lacticoffeatus	CBS 101883	25	CECT 20581	
Aspergillus piperis	CBS 112811	25	CECT 20582	
Aspergillus sclerotioniger	CBS 115572	25	CECT 20583	
Aspergillus vadensis	CBS 113365	25	CECT 20584	
Penicillium sp.	CR-313	25	CECT 20585	
Phycomyces blakesleeanus	C2	25	CECT 20586	
Phycomyces blakesleeanus	C21	25	CECT 20587	
Phycomyces blakesleeanus	C242	25	CECT 20588	
Phycomyces blakesleeanus	C307	2	CECT 20589	
Phycomyces blakesleeanus	C47	25	CECT 20590	
Phycomyces blakesleeanus	C5	25	CECT 20591	
Phycomyces blakesleeanus	C6	25	CECT 20592	
Phycomyces blakesleeanus	C9	25	CECT 20593	
Phycomyces blakesleeanus	H23	25	CECT 20594	
Phycomyces blakesleeanus	H25	25	CECT 20595	
Pleurotus ostreatus	N001	25	CECT 20600	
Pleurotus ostreatus	MA005	25	CECT 20601	
Pleurotus ostreatus	MA015	25	CECT 20602	
Pleurotus ostreatus	MA019	25	CECT 20603	
Pleurotus ostreatus	MA020	25	CECT 20604	
Pleurotus ostreatus	MA030	25	CECT 20605	
Pleurotus ostreatus	MA037	25	CECT 20606	
Pleurotus ostreatus	MA048	25	CECT 20607	
Pleurotus ostreatus	MA053	25	CECT 20608	
Pleurotus eryngii	N029	25	CECT 20609	
Pleurotus sp.	Ma001	25	CECT 20610	
Pleurotus sp.	MA0002	25	CECT 20611	
Pleurotus sp.	MA0004	25	CECT 20612	
Pleurotus sp.	MA0007	25	CECT 20613	
Pleurotus sp.	MA00012	25	CECT 20614	
Pleurotus sp.	MA00013	25	CECT 20615	
Pleurotus sp.	MA016	25	CECT 20616	
Pleurotus sp.	MA00025	25	CECT 20617	
Pleurotus ostreatus	MA033	25	CECT 20619	
Pleurotus ostreatus	MA033	25	CECT 20619	
Pleurotus sp.	MA035	25	CECT 20620	
Pleurotus sp.	MA036	25	CECT 20621	
Pleurotus sp.	MA042	25	CECT 20622	
Pleurotus sp.	MA044	25	CECT 20623	
Pleurotus ostreatus	MA045	25	CECT 20624	
Ophiostoma sp.	Q-1190	25	CECT 20625	
Ophiostoma sp.	Q-220	25	CECT 20626	
Ophiostoma sp.	T-883	25	CECT 20627	
Ophiostoma sp.	T-789	25	CECT 20628	
Ophiostoma sp.	C-609	25	CECT 20629	
Ophiostoma sp.	V2-INHATT	25	CECT 20630	
Ophiostoma euskadiense	F2-1181	25	CECT 20631	
Ophiostoma euskadiense	Z7-414	25	CECT 20632	
Ophiostoma euskadiense	Z7-445	25	CECT 20633	
Ophiostoma sp.	Q2-480	25	CECT 20634	
Ophiostoma sp.	Q2-484	25	CECT 20635	
Ophiostoma sp.	Q2-488	25	CECT 20636	
Ophiostoma nebulare	L-584	25	CECT 20637	
Ophiostoma nebulare	L-587	25	CECT 20638	
Ophiostoma huntii	Z2-1222	25	CECT 20639	
Ophiostoma huntii	CMW 22799; Z2-1228	25	CECT 20640	
Ophiostoma minus	Z8-873	25	CECT 20641	
Ophiostoma minus	Z8-933	25	CECT 20642	
Ophiostoma minus	Z10-1210	25	CECT 20643	
Ophiostoma pluriannulatum	SP-789	25	CECT 20644	
Ophiostoma stenoceras	F-1199	25	CECT 20645	
Ophiostoma stenoceras	J-1197	25	CECT 20646	
Ophiostoma stenoceras	P2-1099	25	CECT 20647	
Ophiostoma floccosum	H-713	25	CECT 20648	
Ophiostoma floccosum	SP-1088	25	CECT 20649	
Ophiostoma olivaceum	Q-1223	25	CECT 20650	
Ophiostoma olivaceum	SP-553	25	CECT 20651	
Ophiostoma olivaceum	V-935	25	CECT 20652	
Ophiostoma olivaceum	Z4-131	25	CECT 20653	
Ophiostoma olivaceum	Z4-295	25	CECT 20654	
Ophiostoma olivaceum	Z4-320	25	CECT 20655	
Ophiostoma quercus	B-1167	25	CECT 20656	
Ophiostoma quercus	G-528	25	CECT 20657	
Ophiostoma quercus	Q2-BINC	25	CECT 20658	
Ophiostoma quercus	SP-1060	25	CECT 20659	
Ophiostoma quercus	U2-INHA	25	CECT 20660	
Ophiostoma quercus	Z1-1102	25	CECT 20661	
Ophiostoma quercus	Z1-1179	25	CECT 20662	
Ophiostoma quercus	Z1-1180	25	CECT 20663	
Ophiostoma quercus	Z16-1082	25	CECT 20664	
Simplicillium aogashimaense	SP-826	25	CECT 20665	
Simplicillium aogashimaense	Z3-249	25	CECT 20666	
Simplicillium aogashimaense	Z3-405	25	CECT 20667	
Simplicillium aogashimaense	Z3-1253	25	CECT 20668	
Graphilbum crescericum	N2-319	25	CECT 20669	
Graphilbum crescericum	SP-1085	25	CECT 20670	
Graphilbum crescericum	SP-1112	26	CECT 20671	
Graphilbum crescericum	SP-785	26	CECT 20672	
Graphilbum crescericum	Z9-683	25	CECT 20673	
Ophiostoma sp.	H-721	25	CECT 20674	
Ophiostoma sp.	H-768	25	CECT 20675	
Ophiostoma ips	K-799	25	CECT 20676	
Ophiostoma ips	SP-839	25	CECT 20677	
Ophiostoma ips	SP-1118	25	CECT 20678	
Ophiostoma ips	SP-1059	25	CECT 20679	
Ophiostoma ips	SP-1075	25	CECT 20680	
Ophiostoma ips	SP-909	25	CECT 20681	
Ophiostoma ips	SP-914	25	CECT 20682	
Ophiostoma ips	SP-PF	25	CECT 20683	
Ophiostoma ips	SP-621	25	CECT 20684	
Ophiostoma piceae	E2-710	25	CECT 20685	
Ophiostoma piceae	K2-743	25	CECT 20686	
Ophiostoma piceae	K2-745	25	CECT 20687	
Ophiostoma piceae	SP-404	25	CECT 20688	
Ophiostoma piceae	SP-749	25	CECT 20689	
Graphium fragrans	M2-HASPE	25	CECT 20690	
Graphium fragrans	N2-319	25	CECT 20691	
Graphium fragrans	R2-501	25	CECT 20692	
Graphium fragrans	SP-476	25	CECT 20693	
Graphium fragrans	X2-579	25	CECT 20694	
Leptographium wingfieldii	SP-1086	25	CECT 20695	
Leptographium wingfieldii	SP-634	25	CECT 20696	
Leptographium wingfieldii	Z14-URTP	25	CECT 20697	
Leptographium truncatum	B2-ENTE	26	CECT 20698	
Leptographium truncatum	SP-579	26	CECT 20699	
Sporothrix sp.	Y2-1158	25	CECT 20700	
Sporothrix sp.	Z15-XDRY	25	CECT 20701	
Purpureocillium lilacinum	HRL-1	25	CECT 20704	
Purpureocillium lilacinum	HRS-1	25	CECT 20705	
Penicillium simplicissimum	HV-1	25	CECT 20706	
Macrophomina phaseolina	IFAPA-CH724	25	CECT 20715	
Neofusicoccum parvum	IFAPA-CH441	25	CECT 20716	
Trichoderma afroharzianum	NBT 8	25	CECT 20717	
Trichoderma longibrachiatum	NBT 12	25	CECT 20718	
Trichoderma longibrachiatum	NBT 17	25	CECT 20719	
Trichoderma viride	NBT 50	25	CECT 20721	
Trichoderma asperellum	NBT 51	25	CECT 20722	
Trichoderma longibrachiatum	NBT 52	25	CECT 20723	
Trichoderma asperellum	NBT 82	25	CECT 20725	
Trichoderma afroharzianum	NBT 84	25	CECT 20726	
Trichoderma harzianum	NBT 85	25	CECT 20727	
Trichoderma guizhouense	NBT 88	25	CECT 20729	
Trichoderma atrobrunneum	NBT 89	25	CECT 20730	
Trichoderma guizhouense	NBT 90	25	CECT 20731	
Trichoderma lentiforme	NBT 92	25	CECT 20733	
Trichoderma asperellum	NBT 98	25	CECT 20735	
Phytophthora pseudosyringae	CA-114	18	CECT 20741	
Aspergillus insuetus	HM-9	26	CECT 20745	
Ustilago maydis	DSM 3121	20	CECT 20750	
Tilletia caries	CBS 160.85	15	CECT 20751	
Penicillium chrysogenum	AS51D	26	CECT 20753	
Botryotinia fuckeliana	B05.10	25	CECT 20754	
Fusarium circinatum	FPRPV	26	CECT 20759	
Lichtheimia ramosa	LICRAM1056082	26	CECT 20762	
Mucor griseocyanus	CBS 223.56	26	CECT 20765	
Penicillium verrucosum		26	CECT 20766	
Penicillium commune		26	CECT 20767	
Fusarium circinatum	EFA bh 110	26	CECT 20771	
Fusarium circinatum	EFA bh 111	26	CECT 20772	
Tolypocladium cylindrosporum	11	26	CECT 20778	
Epichloë festucae	B3	26	CECT 20779	
Epichloë festucae	S	26	CECT 20780	
Phytophthora alni	EFA 52	20	CECT 20785	
Phytophthora ilicis	EFA 45	20	CECT 20786	
Neofusicoccum eucalyptorum	EFA 88	26	CECT 20787	
Neofusicoccum mediterraneum	EFA 144	26	CECT 20788	
Diplodia corticola	EFA 163	26	CECT 20789	
Neofusicoccum luteum	EFA 193	26	CECT 20790	
Neofusicoccum parvum	EFA 197	26	CECT 20791	
Neofusicoccum australe	EFA 200	26	CECT 20792	
Cylindrocladium buxicola	EFA 222	26	CECT 20793	
Penicillium citrinum	CBS 139.45	26	CECT 20794	
Penicillium digitatum	Pd1	26	CECT 20795	
Penicillium digitatum	PHI-26	26	CECT 20796	
Boeremia foveata	CBS 155.45	26	CECT 20797	
Boeremia foveata	CBS 341.67	26	CECT 20798	
Aspergillus niger	FRR 2522	26	CECT 20801	
Aspergillus flavus	FRR 3251	26	CECT 20802	
Coniophora puteana	DSM 3085	26	CECT 20803	
Trametes versicolor	DSM 3086	26	CECT 20804	
Cladosporium cladosporioides	NBRC 6368	26	CECT 20805	
Arthroderma vanbreuseghemii	NBRC 32412	28	CECT 20806	
Aspergillus caesiellus	JCM 12743	26	CECT 20807	
Eurotium rubrum	JCM 22919	26	CECT 20808	
Coniophora arida	MUCL 30714	20	CECT 20809	
Coniophora puteana	MUCL 31046	20	CECT 20810	
Neolentinus lepideus	MUCL 40109	20	CECT 20811	
Rhodonia placenta	MUCL 30789	20	CECT 20812	
Pleurotus ostreatus	MUCL 31535	20	CECT 20813	
Pleurotus ostreatus	MUCL 38041	20	CECT 20814	
Serpula lacrymans	MUCL 34572	20	CECT 20815	
Trametes versicolor	MUCL 28407	20	CECT 20816	
Trametes versicolor	MUCL 38412	26	CECT 20817	
Penicillium solitum	IHEM 18001	26	CECT 20818	
Hamigera avellanea	HFA 004/HGUA 1.2010	25	CECT 20819	
Wallemia mellicola	FRR 1471	26	CECT 20820	
Mucor racemosus	CBS 906.69	26	CECT 20821	
Penicillium citrinum	NRRL 756	26	CECT 20822	GCA_001950535.1
Penicillium citreonigrum	HF-144	26	CECT 20825	
Penicillium glabrum	HF-148	26	CECT 20826	
Aspergillus fumigatus	3	26	CECT 20827	
Aspergillus niger	113N	26	CECT 20828	
Fusarium cucurbiticola	Fsm711	26	CECT 20831	
Scedosporium prolificans	UPV 99-059	37	CECT 20842	
Phycomyces blakesleeanus	A56	25	CECT 20845	
Phycomyces blakesleeanus	C68	25	CECT 20846	
Phycomyces blakesleeanus	C247	25	CECT 20847	
Phycomyces blakesleeanus	L1	25	CECT 20848	
Phycomyces blakesleeanus	L51	25	CECT 20849	
Phycomyces blakesleeanus	L52	25	CECT 20850	
Phycomyces blakesleeanus	L57	25	CECT 20851	
Phycomyces blakesleeanus	L72	25	CECT 20852	
Phycomyces blakesleeanus	L83	25	CECT 20853	
Phycomyces blakesleeanus	L153	25	CECT 20854	
Phycomyces blakesleeanus	MU141	25	CECT 20855	
Phycomyces blakesleeanus	S101	25	CECT 20856	
Phycomyces blakesleeanus	S102	25	CECT 20857	
Phycomyces blakesleeanus	S119	25	CECT 20858	
Phycomyces blakesleeanus	S144	25	CECT 20859	
Aspergillus felis	HGUGM 14162	37	CECT 20860	
Aspergillus felis	HGUGM 14163	37	CECT 20861	
Aspergillus felis	HGUGM 14220	37	CECT 20862	
Knufia petricola	HCUV 344838	26	CECT 20863	
Phycomyces blakesleeanus	S226	25	CECT 20864	
Phycomyces blakesleeanus	S275	25	CECT 20865	
Phycomyces blakesleeanus	S276	25	CECT 20866	
Phycomyces blakesleeanus	S280	25	CECT 20867	
Phycomyces blakesleeanus	S283	25	CECT 20868	
Phycomyces blakesleeanus	S294	25	CECT 20869	
Phycomyces blakesleeanus	S342	25	CECT 20870	
Phycomyces blakesleeanus	S395	25	CECT 20871	
Phycomyces blakesleeanus	S468	25	CECT 20872	
Phycomyces blakesleeanus	S470	25	CECT 20873	
Phycomyces blakesleeanus	S492	25	CECT 20874	
Phycomyces blakesleeanus	S493	25	CECT 20875	
Phycomyces blakesleeanus	S561	25	CECT 20876	
Phycomyces blakesleeanus	S571	25	CECT 20877	
Phycomyces blakesleeanus	S613	25	CECT 20878	
Acrocalymma vagum		26	CECT 20879	
Phialemonium inflatum		26	CECT 20880	
Phycomyces blakesleeanus	C2*C115	25	CECT 20881	
Phycomyces blakesleeanus	C115*S102	25	CECT 20882	
Phycomyces blakesleeanus	S92	25	CECT 20883	
Phycomyces nitens	S256	25	CECT 20884	
Phycomyces nitens	S257	25	CECT 20885	
Phycomyces blakesleeanus	S376	25	CECT 20886	
Phycomyces blakesleeanus	S378	25	CECT 20887	
Phycomyces nitens	S606	25	CECT 20888	
Phycomyces nitens	S607	25	CECT 20889	
Phycomyces nitens	S608	25	CECT 20890	
Phycomyces nitens	S609	25	CECT 20891	
Phycomyces blakesleeanus	S616	25	CECT 20892	
Phycomyces blakesleeanus	S620	25	CECT 20893	
Phycomyces blakesleeanus	S624	25	CECT 20894	
Phycomyces nitens	S642	25	CECT 20895	
Phycomyces nitens	S643	25	CECT 20896	
Phycomyces nitens	S645	25	CECT 20897	
Phycomyces nitens	S660	25	CECT 20898	
Pythium ultimum		26	CECT 20902	
Exophiala mesophila	HCUV-382880	26	CECT 20903	
Cladosporium herbarum	C 245	26	CECT 20904	
Aureobasidium pullulans	316, P268	22	CECT 20905	
Penicillium expansum	CMP1	25	CECT 20906	
Penicillium expansum	d1	25	CECT 20907	
Penicillium expansum	MD-8	25	CECT 20908	
Penicillium italicum	PHI-1	25	CECT 20909	
Microsporum canis	HCUV-391522	26	CECT 20910	
Cladosporium cladosporioides	HCUV-392278	26	CECT 20911	
Paecilomyces formosus	IMI 114930	25	CECT 20917	
Trichoderma reesei	IMI 192654	26	CECT 20918	GCF_000167675.1
Phytophthora cinnamomi	pvbp	25	CECT 20919	
Fusarium oxysporum	HCUV-464193	26	CECT 20920	
Coniosporium epidermidis	HCUV-464698	26	CECT 20921	
Penicillium allii-sativi	RP42C	26	CECT 20922	
Alternaria alternata	LBEA 2102	25	CECT 20923	
Fusarium graminearum	LBEA 2160	25	CECT 20924	
Fusarium equiseti	LBEA 2161	25	CECT 20925	
Fusarium verticillioides	LBEA 2163	25	CECT 20926	
Aspergillus tubingensis	At 261	25	CECT 20932	
Penicillium polonicum	Pp 361	25	CECT 20933	
Curvularia hawaiiensis	LBEA 2105	26	CECT 20934	
Cochliobolus lunatus	M 118	20	CECT 20936	
Penicillium charlesii	CBS 304.48	25	CECT 20937	
Fusarium sudanense	LBEA 3100	25	CECT 20938	
Penicillium nordicum	M32	25	CECT 20939	
Penicillium commune	M35	25	CECT 20940	
Phytophthora citrophthora	FHCRC-PHY1	23	CECT 20942	
Alternaria alternata	LBEA 2103	25	CECT 20943	
Fusarium proliferatum	LBEA 2170	25	CECT 20944	
Epicoccum nigrum	LBEA 2200	25	CECT 20945	
Fusarium fujikuroi	BRL 917	25	CECT 20947	
Penicillium pedernalense	F01-11	26	CECT 20949	
Penicillium pedernalense	F02-53	26	CECT 20950	
Pleurostoma richardsiae	EFA 317	26	CECT 20954	
Proposed type	EP15	26	CECT 20958	
Trichoderma stramineum	JCM 1875	25	CECT 20959	
Trichoderma saturnisporum	JCM 1884	26	CECT 20961	
Trichoderma atroviride	JCM 9410	20	CECT 20962	GCA_001599035.1
Trichoderma harzianum	JCM 9412	20	CECT 20963	
Diplodia scrobiculata		22	CECT 20966	
Fusarium oxysporum		26	CECT 20967	
Quambalaria cyanescens	D101c	28	CECT 20968	
Quambalaria cyanescens	D201d	28	CECT 20969	
Neocosmospora keratoplastica	ML2	26	CECT 20970	
Botrytis cinerea	BC03	26	CECT 20973	
Tolypocladium cylindrosporum	Tc11-0	20	CECT 20981	
Tolypocladium cylindrosporum	Tc11-1	20	CECT 20982	
Tolypocladium cylindrosporum	Tc11-2	20	CECT 20983	
Tolypocladium cylindrosporum	Tc37	20	CECT 20984	
