Source_ID	ncbiTaxID	Name	Type	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
6214	153233	Oceanicaulis alexandrii	growth	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis
6215	153233	Oceanicaulis alexandrii	growth	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis
6216	153233	Oceanicaulis alexandrii	growth	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis
6217	153233	Oceanicaulis alexandrii	growth	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis
6218	1123503	Woodsholea maritima	optimum	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Woodsholea
6219	240237	Woodsholea maritima	growth	28	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Woodsholea
6220	1121948	Hellea balneolensis	optimum	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Hellea
6221	453851	Henriciella marina	growth	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Henriciella
6221	453851	Henriciella marina	growth	28	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Henriciella
6222	568102	Henriciella litoralis	optimum	27,5	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Henriciella
6223	551789	Ponticaulis koreensis	growth	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Ponticaulis
6223	551789	Ponticaulis koreensis	growth	28	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Ponticaulis
6224	437507	Robiginitomaculum antarcticum	optimum	20	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Robiginitomaculum
6225	568099	Litorimonas taeanensis	growth	25	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Litorimonas
6226	190892	Idiomarina baltica	growth	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6226	190892	Idiomarina baltica	growth	28	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6227	190892	Idiomarina baltica	growth	28	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6228	86102	Idiomarina abyssalis	growth	28	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6228	86102	Idiomarina abyssalis	growth	25	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6229	135577	Idiomarina loihiensis	growth	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6230	86103	Idiomarina zobellii	growth	22	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6230	86103	Idiomarina zobellii	growth	25	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6231	263723	Idiomarina fontislapidosi	optimum	32	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6232	263724	Idiomarina ramblicola	optimum	32	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6233	364198	Pseudidiomarina homiensis	growth	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
6233	364198	Pseudidiomarina homiensis	growth	28	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
6234	281739	Idiomarina seosinensis	growth	28	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6234	281739	Idiomarina seosinensis	growth	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
6235	337250	Pseudidiomarina taiwanensis	optimum	30-35	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
6236	435908	Pseudidiomarina salinarum	optimum	33,5	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
6237	431675	Pseudidiomarina sediminum	optimum	35	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Pseudidiomarina
6238	531312	Aliidiomarina maris	optimum	30-35	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina
6239	229480	Arsenicicoccus bolidensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus
6240	229480	Arsenicicoccus bolidensis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus
6241	673954	Arsenicicoccus piscis	growth	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus
6241	673954	Arsenicicoccus piscis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus
6242	710696	Intrasporangium calvum	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
6243	53358	Intrasporangium calvum	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
6244	53358	Intrasporangium calvum	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
6245	1386089	Intrasporangium oryzae	optimum	24	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
6246	1386088	Intrasporangium chromatireducens	optimum	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
6247	889944	Intrasporangium mesophilum	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Intrasporangium
6248	53458	Janibacter limosus	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6249	53458	Janibacter limosus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6249	53458	Janibacter limosus	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6250	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6251	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6252	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6253	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6254	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6255	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6256	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6257	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6258	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6259	103817	Janibacter terrae	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6260	1216972	Janibacter terrae	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6261	103817	Janibacter terrae	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6263	262209	Janibacter melonis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6263	262209	Janibacter melonis	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6264	262209	Janibacter melonis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6265	319054	Janibacter anophelis	optimum	35	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6266	1216969	Janibacter corallicola	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6267	1210046	Janibacter hoylei	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6267	1210046	Janibacter hoylei	growth	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6267	1210046	Janibacter hoylei	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6268	1069963	Janibacter alkaliphilus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Janibacter
6269	136100	Knoellia sinensis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
6269	136100	Knoellia sinensis	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
6270	184882	Knoellia subterranea	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
6271	442954	Knoellia aerolata	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
6271	442954	Knoellia aerolata	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
6272	913969	Knoellia flava	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Knoellia
6273	82346	Ornithinicoccus hortensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Ornithinicoccus
6274	82346	Ornithinicoccus hortensis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Ornithinicoccus
6275	125288	Ornithinimicrobium humiphilum	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium
6277	1977084	Ornithinimicrobium sp.	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium
6278	1977084	Ornithinimicrobium sp.	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium
6279	282060	Ornithinimicrobium kibberense	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium
6280	384677	Ornithinimicrobium pekingense	optimum	35	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium
6281	1050153	Ornithinimicrobium murale	optimum	15-30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Ornithinimicrobium
6282	297536	Oryzihumus leptocrescens	optimum	26	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Oryzihumus
6282	297536	Oryzihumus leptocrescens	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Oryzihumus
6283	247333	Serinicoccus marinus	optimum	35	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus
6283	247333	Serinicoccus marinus	optimum	22	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus
6284	1078471	Serinicoccus profundi	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Ornithinimicrobiaceae	Serinicoccus
6285	60443	Terrabacter tumescens	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6285	60443	Terrabacter tumescens	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6285	60443	Terrabacter tumescens	growth	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6286	54015	Terrabacter sp.	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6287	436231	Terrabacter lapilli	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6288	422442	Terrabacter aerolatus	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6289	574718	Terrabacter terrigena	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6289	574718	Terrabacter terrigena	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6290	515662	Terrabacter aeriphilus	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terrabacter
6291	53356	Terracoccus luteus	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terracoccus
6292	53356	Terracoccus luteus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terracoccus
6293	53356	Terracoccus luteus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Terracoccus
6294	173053	Phycicoccus duodecadis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus
6294	173053	Phycicoccus duodecadis	growth	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus
6295	99480	Tetrasphaera australiensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6296	99480	Tetrasphaera australiensis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6297	99481	Tetrasphaera japonica	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6298	101689	Phycicoccus elongatus	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus
6299	330835	Tetrasphaera vanveenii	growth	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6299	330835	Tetrasphaera vanveenii	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6300	330834	Tetrasphaera jenkinsii	growth	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6300	330834	Tetrasphaera jenkinsii	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6301	330836	Tetrasphaera veronensis	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6301	330836	Tetrasphaera veronensis	growth	20	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6301	330836	Tetrasphaera veronensis	growth	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Tetrasphaera
6302	402171	Lapillicoccus jejuensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Lapillicoccus
6302	402171	Lapillicoccus jejuensis	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Lapillicoccus
6303	436356	Pedococcus aerophilus	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus
6303	436356	Pedococcus aerophilus	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus
6304	490570	Pedococcus ginsenosidimutans	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus
6305	443156	Pedococcus dokdonensis	optimum	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus
6306	433644	Pedococcus bigeumensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Pedococcus
6307	663580	Phycicoccus ochangensis	growth	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Phycicoccus
6308	331526	Kribbia dieselivorans	growth	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Kribbia
6308	331526	Kribbia dieselivorans	growth	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Kribbia
6309	412689	Humibacillus xanthopallidus	optimum	27	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Humibacillus
6310	415218	Marihabitans asiaticum	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Marihabitans
6310	415218	Marihabitans asiaticum	optimum	18-34	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Marihabitans
6311	552064	Fodinibacter luteus	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Fodinibacter
6312	622664	Ornithinibacter aureus	optimum	34	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Ornithinibacter
6313	545624	Aquipuribacter hungaricus	optimum	20-28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Aquipuribacter
6314	43674	Jonesia denitrificans	optimum	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Jonesiaceae	Jonesia
6315	1122130	Jonesia quinghaiensis	optimum	25	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Jonesiaceae	Jonesia
6315	1122130	Jonesia quinghaiensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Jonesiaceae	Jonesia
6316	37633	Kineococcus aurantiacus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6316	37633	Kineococcus aurantiacus	growth	30	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6317	131568	Kineococcus radiotolerans	growth	30	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6317	131568	Kineococcus radiotolerans	growth	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6318	559628	Kineococcus rhizosphaerae	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6319	512762	Kineococcus xinjiangensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6319	512762	Kineococcus xinjiangensis	optimum	37	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6320	1070872	Kineococcus glutinatus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineococcus
6321	1306174	Kineosporia aurantiaca	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6322	1307454	Kineosporia rhamnosa	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6323	84632	Kineosporia succinea	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6324	84633	Kineosporia rhizophila	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6325	499547	Kineosporia mikuniensis	optimum	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6326	1871185	Kineosporia sp.	growth	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6327	499548	Kineosporia babensis	optimum	19	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6328	566012	Kineosporia mesophila	growth	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6328	566012	Kineosporia mesophila	growth	okt/32	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Kineosporia
6329	317664	Quadrisphaera granulorum	optimum	37	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Quadrisphaera
6330	763993	Pseudokineococcus lusitanus	growth	28	Bacteria	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Pseudokineococcus
6331	694315	Kofleria flava	growth	30	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6332	694315	Kofleria flava	growth	30	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6333	694315	Kofleria flava	growth	30	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6334	694315	Kofleria flava	growth	30	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6335	694315	Kofleria flava	growth	28	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6336	694315	Kofleria flava	growth	28	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6337	694315	Kofleria flava	growth	28	Bacteria	Myxococcota		Haliangiales	Kofleriaceae	Kofleria
6338	1120918	Acetitomaculum ruminis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Acetitomaculum
6339	105841	Anaerostipes caccae	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes
6340	645466	Anaerostipes butyraticus	optimum	39	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes
6341	45851	Butyrivibrio crossotus	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6342	831	Butyrivibrio fibrisolvens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6343	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6344	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6345	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6346	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6347	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6348	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6349	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6350	185008	Butyrivibrio hungatei	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6351	1121132	Butyrivibrio hungatei	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6351	1121132	Butyrivibrio hungatei	growth	40	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6353	28121	Butyrivibrio sp.	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio
6354	411461	Dorea formicigenerans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Dorea
6355	88431	Dorea longicatena	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Dorea
6356	1121950	Hespellia stercorisuis	optimum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Hespellia
6357	180286	Hespellia porcina	optimum	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Hespellia
6358	1122142	Lachnobacterium bovis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnobacterium
6359	1282887	Lachnospira multipara	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira
6360	237576	Oribacterium sinus	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium
6361	115544	Parasporobacterium paucivorans	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Parasporobacterium
6362	46206	Pseudobutyrivibrio ruminis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio
6363	185007	Pseudobutyrivibrio xylanivorans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio
6364	185007	Pseudobutyrivibrio xylanivorans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio
6365	185007	Pseudobutyrivibrio xylanivorans	growth	40	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio
6365	185007	Pseudobutyrivibrio xylanivorans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Pseudobutyrivibrio
6366	166486	Roseburia intestinalis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
6367	301301	Roseburia hominis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
6368	301302	Roseburia faecis	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
6369	622312	Roseburia inulinivorans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia
6370	626523	Shuttleworthia satelles	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Shuttleworthia
6370	626523	Shuttleworthia satelles	growth	35	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Shuttleworthia
6371	100133	Sporobacterium olearium	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Sporobacterium
6372	84037	Syntrophococcus sucromutans	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Syntrophococcus
6373	371674	Moryella indoligenes	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Moryella
6374	478749	Marvinbryantia formatexigens	growth	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Marvinbryantia
6375	29360	Cellulosilyticum lentocellum	growth	30	Bacteria	Bacillota	Clostridia	Eubacteriales	Cellulosilyticaceae	Cellulosilyticum
6375	29360	Cellulosilyticum lentocellum	growth	25	Bacteria	Bacillota	Clostridia	Eubacteriales	Cellulosilyticaceae	Cellulosilyticum
