ncbiTaxID	Source_ID	Name	Strain	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
1404	CECT 4096	Bacillus megaterium	ATCC 14945	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
1404	CECT 4097	Bacillus megaterium	ATCC 39383	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
562	CECT 4098	Escherichia coli	DSM 2607	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
562	CECT 4099	Escherichia coli	DSM 1116	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
584	CECT 4101	Proteus mirabilis	NCIMB 12596	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
1352	CECT 4102	Enterococcus faecium	NCIMB 12672	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
353	CECT 4103	Azotobacter chroococcum	NCIMB 11694	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
533	CECT 4104	Beijerinckia indica	NCIMB 8846	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia
47920	CECT 4105	Acidovorax delafieldii	DSM 64	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax
65657	CECT 4106	Hydrogenophaga flava	DSM 619	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
65655	CECT 4107	Hydrogenophaga palleronii	DSM 63	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
46867	CECT 4108	Clostridium chauvoei	CCUG 2039	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1502	CECT 4110	Clostridium perfringens	CCUG 2038	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1581	CECT 4111	Lentilactobacillus buchneri	NCIMB 8007	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus
1336745	CECT 4112	Rhizobium radiobacter	NCIMB 9042	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
574561	CECT 4113	Rhizobium pisi	NCIMB 11478	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
382	CECT 4114	Ensifer meliloti	NCIMB 12075	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium
396	CECT 4115	Rhizobium phaseoli	DSM 30137	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
384	CECT 4116	Rhizobium leguminosarum	DSM 30141	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
1220581	CECT 4117	Rhizobium rhizogenes	LMG 150	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
1368415	CECT 4118	Rhizobium rubi	LMG 156	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
358	CECT 4119	Rhizobium radiobacter	LMG 187	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
381	CECT 4120	Mesorhizobium loti	LMG 6125	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium
1580	CECT 4121	Levilactobacillus brevis	NCIMB 11973	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
287	CECT 4122	Pseudomonas aeruginosa	NCIMB 10548	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1405	CECT 4123	Bacillus mycoides	DSM 299	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1405	CECT 4124	Bacillus mycoides	DSM 303	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1405	CECT 4125	Bacillus mycoides	DSM 307	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1405	CECT 4126	Bacillus mycoides	DSM 309	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1405	CECT 4127	Bacillus mycoides	DSM 384	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
526997	CECT 4128	Bacillus mycoides	DSM 2048	30	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1610	CECT 4129	Loigolactobacillus coryniformis	DSM 20004	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus
1597	CECT 4130	Lacticaseibacillus paracasei	DSM 20008	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
1423718	CECT 4131	Ligilactobacillus agilis	DSM 20509	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
1423723	CECT 4132	Lactobacillus amylovorus	DSM 20531	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1603	CECT 4133	Amylolactobacillus amylophilus	DSM 20533	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus
1449341	CECT 4134	Carnobacterium maltaromaticum	DSM 20342	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
1622	CECT 4135	Ligilactobacillus murinus	DSM 20452	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus
1614	CECT 4136	Lactobacillus homohiochii	DSM 20571	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus
28901	CECT 4138	Salmonella enterica	NCTC 8393	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4139	Salmonella enterica	NCTC 8389	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
31973	CECT 4140	Eggerthia catenaformis	DSM 20559	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Eggerthia
28901	CECT 4141	Salmonella enterica	NCTC 92	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
43771	CECT 4142	Corynebacterium urealyticum	Armendariz	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
43771	CECT 4143	Corynebacterium urealyticum	Bajo	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
43771	CECT 4144	Corynebacterium urealyticum	Garcia	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
287	CECT 4145	Pseudomonas aeruginosa	NCTC 6750	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1280	CECT 4146	Staphylococcus aureus	NCIMB 10819	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
28095	CECT 4148	Burkholderia gladioli	DSM 4285	30	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
1618	CECT 4149	Liquorilactobacillus mali	DSM 20483	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus
28901	CECT 4150	Salmonella enterica	NCTC 8394	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4151	Salmonella enterica	CCTM La 1878	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4152	Salmonella enterica	NCTC 9676	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4153	Salmonella enterica	NCTC 6022	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4154	Salmonella enterica	NCTC 5742	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4155	Salmonella enterica	NCTC 5188	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
28901	CECT 4156	Salmonella enterica	NCTC 12190	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1718	CECT 4157	Corynebacterium glutamicum	CCTM La 2336	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
38301	CECT 4158	Corynebacterium minutissimum	CCTM La 3512	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
43770	CECT 4159	Corynebacterium striatum	CCTM La 3520	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1725	CECT 4160	Corynebacterium xerosis	CCTM La 3516	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
33889	CECT 4161	Brevibacterium casei	NCFB 2048	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
1698	CECT 4162	Brevibacterium epidermidis	NCFB 2286	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium
43765	CECT 4163	Corynebacterium amycolatum	NCFB 2768	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1727	CECT 4164	Corynebacterium variabile	NCDO 2097	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
36740	CECT 4165	Dermabacter hominis	NCFB 2769	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermabacteraceae	Dermabacter
100	CECT 4166	Ancylobacter aquaticus	DSM 101	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter
562	CECT 4167	Escherichia coli	DSM 423	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
287	CECT 4169	Pseudomonas aeruginosa	CCTM La 2772	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
318456	CECT 4172	Photobacterium kishitanii	DSM 2167	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
1246	CECT 4173	Leuconostoc lactis	DSM 20202	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
672	CECT 4174	Vibrio vulnificus	NCIMB 2138	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
1597	CECT 4175	Lacticaseibacillus paracasei	NCIMB 9709	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
562	CECT 4177	Escherichia coli	NCIMB 12416	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1727	CECT 4178	Corynebacterium variabile	NCIMB 9455	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
1579	CECT 4179	Lactobacillus acidophilus	NCIMB 1723	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
1590	CECT 4180	Lactiplantibacillus plantarum	NCIMB 1406	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
1641	CECT 4181	Listeria grayi	NCTC 10815	37	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
28901	CECT 4182	Salmonella enterica	CCTM La 278	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
1282	CECT 4183	Staphylococcus epidermidis	CCTM La 3831	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1282	CECT 4184	Staphylococcus epidermidis	CCTM La 3832	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1590	CECT 4185	Lactiplantibacillus plantarum	NCFB 1193	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
36745	CECT 4187	Clostridium saccharoperbutylacetonicum	NCIMB 12606	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
228	CECT 4188	Pseudoalteromonas haloplanktis	LMG 2852	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
28108	CECT 4189	Alteromonas macleodii	LMG 2843	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
966	CECT 4190	Oceanospirillum linum	LMG 5214	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillum
553611	CECT 4191	Photobacterium leiognathi	LMG 4228	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
659	CECT 4192	Photobacterium phosphoreum	LMG 4233	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
28169	CECT 4194	Vibrio pelagius	NCIMB 2253	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
29498	CECT 4196	Vibrio tubiashii	NCIMB 1340	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
656	CECT 4199	Aeromonas allosaccharophila	Esteve 289	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
656	CECT 4200	Aeromonas allosaccharophila	Esteve E290	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
562	CECT 4201	Escherichia coli	DSM 613	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
28169	CECT 4202	Vibrio pelagius	ATCC 25916	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
29494	CECT 4203	Vibrio furnissii	ATCC 35016	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
1051645	CECT 4204	Vibrio splendidus	ATCC 33789	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
38288	CECT 4205	Corynebacterium sp	NCTC 11859	37	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
43665	CECT 4207	Paenarthrobacter ilicis	NCPPB 1228	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Paenarthrobacter
59737	CECT 4208	Rathayibacter iranicus	NCPPB 2253	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter
28447	CECT 4209	Clavibacter michiganensis	NCPPB 2581	26	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Clavibacter
33887	CECT 4210	Rathayibacter rathayi	NCPPB 2980	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter
2035	CECT 4211	Curtobacterium flaccumfaciens	NCPPB 1446	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium
2035	CECT 4212	Curtobacterium flaccumfaciens	NCPPB 2113	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium
2035	CECT 4213	Curtobacterium flaccumfaciens	NCPPB 854	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium
550	CECT 4214	Enterobacter cloacae	Enterobacter cloacae	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
669	CECT 4215	Vibrio harveyi	NCIMB 12705	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
675	CECT 4216	Vibrio cincinnatiensis	NCTC 12012	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
676	CECT 4217	Vibrio fluvialis	NCTC 11327	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
674	CECT 4218	Vibrio mimicus	NCTC 11435	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
1590	CECT 4219	Lactiplantibacillus plantarum	Lactobacillus	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus
656	CECT 4220	Aeromonas allosaccharophila	ATCC 35942	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
644	CECT 4221	Aeromonas hydrophila	ATCC 15467	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
648	CECT 4222	Aeromonas caviae	NCIMB 9235	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
648	CECT 4223	Aeromonas caviae	ATCC 14486	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
649	CECT 4224	Aeromonas eucrenophila	NCIMB 74	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
644	CECT 4225	Aeromonas hydrophila	ATCC 13442	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
648	CECT 4226	Aeromonas caviae	NCIMB 9234	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
105751	CECT 4227	Aeromonas bestiarum	CIP 74.30	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
650	CECT 4228	Aeromonas jandaei	ATCC 49568	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
650	CECT 4229	Aeromonas jandaei	ATCC 49570	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
650	CECT 4231	Aeromonas jandaei	ATCC 49572	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
651	CECT 4232	Aeromonas media	ATCC 33907	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
651	CECT 4233	Aeromonas media	NCIMB 2237	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
651	CECT 4234	Aeromonas media	ATCC 35950	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
645	CECT 4235	Aeromonas salmonicida	NCIMB 833	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
645	CECT 4237	Aeromonas salmonicida	NCIMB 1103	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
645	CECT 4238	Aeromonas salmonicida	NCIMB 1109	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
645	CECT 4239	Aeromonas salmonicida	NCIMB 2112	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
652	CECT 4240	Aeromonas schubertii	ATCC 43700	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
652	CECT 4241	Aeromonas schubertii	DSM 4882	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
646	CECT 4245	Aeromonas sobria	CIP 74.33	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4246	Aeromonas veronii	NCIMB 37	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
646	CECT 4248	Aeromonas sobria	JCM 2137	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
646	CECT 4249	Aeromonas sobria	JCM 2138	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
646	CECT 4250	Aeromonas sobria	JCM 2140	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
646	CECT 4251	Aeromonas sobria	JCM 2142	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
646	CECT 4252	Aeromonas sobria	JCM 2143	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4253	Aeromonas sp	ATCC 35941	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
502790	CECT 4254	Aeromonas diversa	ATCC 43946	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
29489	CECT 4255	Aeromonas enteropelogenes	ATCC 49657	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4257	Aeromonas veronii	NCIMB 13015	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4258	Aeromonas veronii	ATCC 35622	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4259	Aeromonas veronii	ATCC 35623	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4260	Aeromonas veronii	ATCC 35625	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
654	CECT 4261	Aeromonas veronii	ATCC 35626	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
703	CECT 4262	Plesiomonas shigelloides	NCTC 10360	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas
28447	CECT 4263	Clavibacter michiganensis	LMG 7295	26	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Clavibacter
1462	CECT 4264	Geobacillus kaustophilus	NCIMB 8547	55	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus
77097	CECT 4265	Halomonas aquamarina	LMG 3449	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
28901	CECT 4266	Salmonella enterica	NCTC 11881	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
562	CECT 4267	Escherichia coli	CCTM La 2947	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
1249	CECT 4268	Weissella paramesenteroides	NCDO 803	30	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
384765	CECT 4269	Labrenzia aggregata	NCIMB 2208	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium
76980	CECT 4270	Ahrensia kielensis	NCIMB 2205	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Ahrensiaceae	Ahrensia
198312	CECT 4271	Porphyrobacter sanguineus	NCIMB 1539	26	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
86667	CECT 4272	Jeotgalibacillus marinus	NCIMB 2140	20	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus
34015	CECT 4273	Blastomonas natatoria	NCIMB 12085	30	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas
1705	CECT 4275	Corynebacterium stationis	NCIMB 565	30	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium
107401	CECT 4276	Tenacibaculum maritimum	NCIMB 2153	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
143224	CECT 4277	Zobellia uliginosa	NCIMB 1863	30	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia
28258	CECT 4278	Cobetia marina	ATCC 25374	26	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia
2746	CECT 4279	Halomonas elongata	NCIMB 2198	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
84531	CECT 4280	Lysobacter antibioticus	NCIMB 10773	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
1280	CECT 4281	Staphylococcus aureus	NCTC 8342	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1710	CECT 4282	Cellulosimicrobium cellulans	DSM 43879	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Cellulosimicrobium
1708	CECT 4283	Cellulomonas fimi	DSM 20113	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
1714	CECT 4284	Cellulomonas uda	DSM 20107	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
1714	CECT 4285	Cellulomonas uda	DSM 20108	30	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas
1144275	CECT 4288	Corallococcus coralloides	DSM 2259	30	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus
33	CECT 4289	Myxococcus fulvus	DSM 434	30	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus
83456	CECT 4290	Myxococcus virescens	DSM 2260	30	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus
34	CECT 4291	Myxococcus xanthus	DSM 435	30	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus
81569	CECT 4292	Ruegeria atlantica	DSM 5823	20	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
81569	CECT 4293	Ruegeria meteori	DSM 5824	20	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria
56	CECT 4295	Sorangium cellulosum	DSM 2276	30	Bacteria	Myxococcota		Polyangiales	Polyangiaceae	Sorangium
