Source_ID	Name	Strain	Temp	ncbiTaxID
NIES-3408	Pyramimonas sp.	Sa5P5	20	1401190
NIES-3409	Pyramimonas sp.	Sa5Py3	20	-1
NIES-3410	Pyramimonas sp.	Sera3-2	20	-1
NIES-3411	Pyramimonas sp.	SergOP6-1	20	1401192
NIES-3412	Pyramimonas sp.	SergOP8-2	20	-1
NIES-3413	Pyramimonas sp.	Te2Py	20	1401195
NIES-3414	Pyramimonas sp.	Tni4Py1	20	1401196
NIES-3416	Pyramimonas sp.	Tni4Py4	20	1401199
NIES-3417	Pyramimonas sp.	TU2	20	1401200
NIES-3418	Pyramimonas sp.	TUP12	20	1401203
NIES-3400	Pyramimonas vacuolata	MIP-2	20	1582272
NIES-3768	Pyrobotrys casinoensis	DP11	20	1743018
NIES-3769	Pyrobotrys casinoensis	DP21	20	1743018
NIES-3770	Pyrobotrys casinoensis	DP31	20	1743018
NIES-3771	Pyrobotrys elongata	YP316	20	1743019
NIES-3772	Pyrobotrys elongata	YP416	20	1743019
NIES-2564	Pyrobotrys squarrosa	KrCl905	20	710654
NIES-3773	Pyrobotrys squarrosa	YS11	20	710654
NIES-3774	Pyrobotrys squarrosa	YS21	20	710654
NIES-609	Pyrocystis lunura	nan	20	2972
NIES-3623	Pyrophacus horologium	KGW-324	20	-1
NIES-3624	Pyrophacus steinii	KGW-52-2	20	261842
NIES-2498	Raphidiophrys contractilis	HSR	20	2792838
NIES-932	Raphidiopsis curvata	RAP1	24	1973482
NIES-1040	Raphidiopsis raciborskii	CRJ1	20	77022
NIES-1041	Raphidiopsis raciborskii	CRJ2	20	2493101
NIES-1259	Raphidiopsis raciborskii	GOU-CR-1	20	77022
NIES-1260	Raphidiopsis raciborskii	GOU-CR-2	20	77022
NIES-1261	Raphidiopsis raciborskii	SHI-CR-3	20	77022
NIES-1262	Raphidiopsis raciborskii	SHI-CR-5	20	77022
NIES-3085	Raphidiopsis raciborskii	DMKU51001	20	77022
NIES-3086	Raphidiopsis raciborskii	DMKU51002	20	77022
NIES-3087	Raphidiopsis raciborskii	DMKU51003	20	77022
NIES-3088	Raphidiopsis raciborskii	DMKU51004	20	77022
NIES-3089	Raphidiopsis raciborskii	DMKU51005	20	77022
NIES-3091	Raphidiopsis raciborskii	DMKU51007	20	77022
NIES-3092	Raphidiopsis raciborskii	DMKU51008	20	77022
NIES-3093	Raphidiopsis raciborskii	DMKU51009	20	77022
NIES-3094	Raphidiopsis raciborskii	DMKU51010	20	77022
NIES-3095	Raphidiopsis raciborskii	DMKU51011	20	77022
NIES-3096	Raphidiopsis raciborskii	DMKU51012	20	77022
NIES-3097	Raphidiopsis raciborskii	DMKU51013	20	77022
NIES-3098	Raphidiopsis raciborskii	DMKU51014	20	77022
NIES-3099	Raphidiopsis raciborskii	DMKU51015	20	77022
NIES-3100	Raphidiopsis raciborskii	DMKU51016	20	77022
NIES-3101	Raphidiopsis raciborskii	DMKU51017	20	77022
NIES-3102	Raphidiopsis raciborskii	DMKU51018	20	77022
NIES-3103	Raphidiopsis raciborskii	DMKU51019	20	77022
NIES-3583	Raphidiopsis raciborskii	ISG9	20	1184649
NIES-3584	Raphidiopsis raciborskii	ISG-13	20	2268581
NIES-3734	Raphidiopsis raciborskii	SZ-39	20	77022
NIES-4225	Raphidiopsis raciborskii	ISG-9-B-1-C-2	20	77022
NIES-4226	Raphidiopsis raciborskii	ISG-9-B-1-C-5	20	77022
NIES-930	Raphidiopsis raciborskii	CYL1	24	2304678
NIES-991	Raphidiopsis raciborskii	KJA1	20	2493102
NIES-992	Raphidiopsis raciborskii	KJA2	20	1091007
NIES-993	Raphidiopsis raciborskii	KJA3	20	77022
NIES-994	Raphidiopsis raciborskii	nan	20	1184655
NIES-1729	Raphidiopsis sp.	Rap J1	20	2364648
NIES-3080	Raphidiopsis sp.	Os-2	20	-1
NIES-4116	Raphidiopsis sp.	ISG-26 C-5	20	77022
NIES-4291	Raphidocelis sp.	sort 31	20	2563810
NIES-2709	Raphidocelis subcapitata	CB 2009/37	15	307507
NIES-2710	Raphidocelis subcapitata	KR 1991/19	15	307507
NIES-35	Raphidocelis subcapitata	P-26	20	307507
NIES-2290	Raphidonema nivale	Holm-Hansen W-35	20	155715
NIES-1382	Rhizochromulina sp.	TKB-042 (nrc029)	20	-1
NIES-1036	Rhodella sp.	nan	20	-1
NIES-1037	Rhodella sp.	nan	20	-1
NIES-1972	Rhodella sp.	M-182	20	-1
NIES-697	Rhodomonas acuta	M01	15	195071
NIES-699	Rhodomonas atrorosea	M07	15	1326778
NIES-700	Rhodomonas baltica	M06	15	295837
NIES-4150	Rhodomonas chrysoidea	EM57	15	254933
NIES-4153	Rhodomonas chrysoidea	EM77	15	254933
NIES-4155	Rhodomonas chrysoidea	EM100	15	254933
NIES-701	Rhodomonas chrysoidea	M03	15	254933
NIES-765	Rhodomonas duplex	M14	15	254934
NIES-702	Rhodomonas falcata	M10	15	356655
NIES-698	Rhodomonas irregularis	M04	15	2571256
NIES-1006	Rhodomonas sp.	M-40	15	2867503
NIES-1730	Rhodomonas sp.	nan	20	2867506
NIES-2332	Rhodomonas sp.	Shiz-5	20	2867507
NIES-3921	Rhodomonas sp.	isolation 48	20	1810857
NIES-4148	Rhodomonas sp.	EM41	15	-1
NIES-4149	Rhodomonas sp.	EM49	15	-1
NIES-4151	Rhodomonas sp.	EM59	15	-1
NIES-4152	Rhodomonas sp.	EM71	15	-1
NIES-4154	Rhodomonas sp.	EM86	15	-1
NIES-4157	Rhodomonas sp.	EM104	15	-1
NIES-4159	Rhodomonas sp.	EM109	15	-1
NIES-4160	Rhodomonas sp.	EM113	15	-1
NIES-4161	Rhodomonas sp.	EM119	15	-1
NIES-4162	Rhodomonas sp.	EM124	15	-1
NIES-4163	Rhodomonas sp.	EM129	15	-1
NIES-4164	Rhodomonas sp.	EM130	15	-1
NIES-3704	Rhysamphichloris curta	ChCl1201	20	1815954
NIES-3705	Rhysamphichloris curta	KrCl-604	20	1815954
NIES-2320	Rhysamphichloris similis	w-14-5	20	1661744
NIES-2321	Rhysamphichloris similis	w-30	20	1661744
NIES-2322	Rhysamphichloris similis	w-36	20	1661744
NIES-4395	Rivularia sp.	AL4	22	2562305
NIES-2291	Roya anglica	nan	20	43943
NIES-1445	Rubratella sp.	TKB-100 (ym-08)	15	-1
NIES-4061	Rufusiella insignis	Handa-855-b	20	-1
NIES-123	Rusalka fusiformis	MKF-14	20	71744
NIES-1442	Salpingoeca infusionum	TKB-117 (nak13)	15	86018
NIES-2419	Sandona aestiva	WA81	15	563750
NIES-2421	Sandona dimutans	G11	20	563752
NIES-2422	Sandona disimilis	W4	15	563753
NIES-2508	Sandona erratica	IVY16	15	563754
NIES-2423	Sandona pentamutans	WA60a	15	563756
NIES-2424	Sandona similis	WA57	15	563757
NIES-2425	Sandona tetramutans	WA46a	15	563762
NIES-2426	Sandona tetrasimilis	WA36	15	563763
NIES-2427	Sandona ubiquita	W36	15	563766
NIES-2428	Sandona ubiquita	W73	15	563766
NIES-2429	Sandona ubiquita	W68	15	563766
NIES-2430	Sandona ubiquita	B13	15	563766
NIES-120	Scenedesmus acutus	Aq-S-2	20	104103
NIES-2269	Scenedesmus acutus	nan	20	104103
NIES-2270	Scenedesmus acutus	nan	20	104103
NIES-94	Scenedesmus acutus	2-2-3-1	20	104103
NIES-95	Scenedesmus acutus	Aq-S-1	20	104103
NIES-2271	Scenedesmus basiliensis	nan	20	119572
NIES-2272	Scenedesmus basiliensis	nan	20	119572
NIES-2273	Scenedesmus bijuga	nan	20	1539023
NIES-2274	Scenedesmus chlorelloides	nan	20	-1
NIES-2275	Scenedesmus coelastroides	nan	20	-1
NIES-2276	Scenedesmus costulatus	nan	20	-1
NIES-3953	Scenedesmus sp.	KKAS-12	20	-1
NIES-1044	Schizocladia ischiensis	KU-333	20	196139
NIES-2016	Scrippsiella sp.	MHW26	20	-1
NIES-2020	Scrippsiella sp.	MHW31	20	-1
NIES-2022	Scrippsiella sp.	MHW36	20	-1
NIES-1956	Scytonema javanicum	TAC 582	20	1170706
NIES-2130	Scytonema sp.	HK-05	20	1137095
NIES-4073	Scytonema sp.	YK-02	20	2005464
NIES-266	Scytonematopsis crustacea	nan	20	2511143
NIES-2711	Selenastrum gracile	KR 1981/231	15	81816
NIES-1353	Sellaphora seminulum	nan	20	1302831
NIES-2732	Sellaphora seminulum	K14-4	15	1302831
NIES-2733	Sellaphora seminulum	U1-5	15	1302831
NIES-2837	Skeletonema ardens	FDK005	15	371682
NIES-2838	Skeletonema costatum	FDK009	15	2843
NIES-2533	Skeletonema dohrnii	SK-DEM-8	15	267566
NIES-2534	Skeletonema dohrnii	SK-DEM-42	15	267566
NIES-2839	Skeletonema dohrnii	FDK033	15	267566
NIES-2840	Skeletonema grevillei	FOK053	20	371681
NIES-2535	Skeletonema japonicum	SK-DEM-4	15	267983
NIES-2536	Skeletonema japonicum	SK-DEM-5	15	267983
NIES-2841	Skeletonema japonicum	FDK157	15	267983
NIES-16	Skeletonema marinoi-dohrnii complex	H-53-3	15	267566
NIES-223	Skeletonema marinoi-dohrnii complex	KGW-26	15	267566
NIES-2842	Skeletonema menzelii	FDK222	15	216823
NIES-2843	Skeletonema pseudocostatum	FDK225	15	41457
NIES-2537	Skeletonema tropicum	SK-DEM-43	20	267982
NIES-2844	Skeletonema tropicum	FDK202	20	267982
NIES-1643	Sphaerospermopsis aphanizomenoides	TAC 456	20	459663
NIES-1644	Sphaerospermopsis aphanizomenoides	TAC 457	20	459663
NIES-3739	Sphaerospermopsis aphanizomenoides	SZ-42	20	459663
NIES-4058	Sphaerospermopsis aphanizomenoides	Ak1568	20	459663
NIES-4042	Sphaerospermopsis eucompacta	Ak1538	20	929836
NIES-4043	Sphaerospermopsis eucompacta	Ak1516	20	929836
NIES-73	Sphaerospermopsis kisseleviana	TAC 32 (K-TAN-32)	22	1973480
NIES-74	Sphaerospermopsis kisseleviana	TAC 33 (K-TAN-33)	22	289435
NIES-807	Sphaerospermopsis kisseleviana	TAC 34	20	289435
NIES-1678	Sphaerospermopsis oumiana	TAC 464	20	747503
NIES-1679	Sphaerospermopsis oumiana	TAC 466	20	747503
NIES-1904	Sphaerospermopsis oumiana	TAC 509	20	747503
NIES-1931	Sphaerospermopsis oumiana	TAC 568	20	747503
NIES-1932	Sphaerospermopsis oumiana	TAC 569	20	747503
NIES-1933	Sphaerospermopsis oumiana	TAC 570	20	747503
NIES-1685	Sphaerospermopsis reniformis	TAC 458	20	531300
NIES-1686	Sphaerospermopsis reniformis	TAC 459	20	531300
NIES-1687	Sphaerospermopsis reniformis	TAC 460	20	531300
NIES-1688	Sphaerospermopsis reniformis	TAC 461	20	531300
NIES-1689	Sphaerospermopsis reniformis	TAC 462	20	531300
NIES-1690	Sphaerospermopsis reniformis	TAC 478	20	531300
NIES-1691	Sphaerospermopsis reniformis	TAC 479	20	531300
NIES-1692	Sphaerospermopsis reniformis	TAC 480	20	531300
NIES-1693	Sphaerospermopsis reniformis	TAC 481	20	531300
NIES-1694	Sphaerospermopsis reniformis	TAC 484	20	531300
NIES-1941	Sphaerospermopsis reniformis	TAC 542	20	531300
NIES-1942	Sphaerospermopsis reniformis	TAC 543	20	531300
NIES-1943	Sphaerospermopsis reniformis	TAC 544	20	531300
NIES-1944	Sphaerospermopsis reniformis	TAC 545	20	531300
NIES-1945	Sphaerospermopsis reniformis	TAC 546	20	531300
NIES-1946	Sphaerospermopsis reniformis	TAC 547	20	531300
NIES-1947	Sphaerospermopsis reniformis	TAC 548	20	531300
NIES-1948	Sphaerospermopsis reniformis	TAC 549	20	531300
NIES-1949	Sphaerospermopsis reniformis	TAC 550	20	2502842
NIES-4044	Sphaerospermopsis reniformis	Ak1519	20	531300
NIES-4045	Sphaerospermopsis reniformis	Ak1520	20	531300
NIES-2306	Sphaerozosma sp.	OZ-N-1-12	20	-1
NIES-325	Spinoclosterium cuspidatum	83-24-19	20	227147
NIES-4312	Spirogyra chenii	chiA307	20	2583840
NIES-4302	Spirogyra chungkingensis	Uki1	20	332114
NIES-4303	Spirogyra corrugata	A2F	20	2583841
NIES-4304	Spirogyra dentireticulata	chiA101	20	2583842
NIES-4305	Spirogyra hopeiensis	biw0302	20	2583843
NIES-4306	Spirogyra longata	chiA305	20	1323977
NIES-4307	Spirogyra longata	kit0201	20	1323977
NIES-4308	Spirogyra majuscula	chi0202	20	1323979
NIES-4309	Spirogyra majuscula	nag301	20	1323979
NIES-4310	Spirogyra minuticrassoidea	nag101	20	2583844
NIES-4311	Spirogyra mirabilis	shi0305	20	2583845
NIES-4313	Spirogyra pseudomaxima	chi0305	20	2583846
NIES-4314	Spirogyra punctata	Tpx8	20	2583847
NIES-4315	Spirogyra semiornata	chiA304	20	2583848
NIES-4316	Spirogyra varians	chi0102	20	332125
NIES-27	Spirulina subsalsa	nan	24	54311
NIES-3373	Spirulina subsalsa	BAH8-10-45	37	54311
NIES-527	Spirulina subsalsa	nan	24	54311
NIES-598	Spirulina subsalsa	KO-39	20	54311
NIES-1846	Spumella sp.	TKB-010 (NY0108)	20	2490549
NIES-3757	Stanieria sp.	CIT031	20	1807358
NIES-665	Staurastrum dorsidentiferum	NB	25	-1
NIES-390	Staurastrum inconspicuum	34-10'	20	-1
NIES-841	Staurastrum levanderi	nan	20	-1
NIES-528	Staurastrum paradoxum	Kas-K-3	20	292361
NIES-842	Staurastrum tsukubicum	nan	20	-1
NIES-216	Stauridium tetras	K-P-30	20	271398
NIES-224	Staurodesmus dejectus	TAC 53-1 (TAN-53-1)	20	190458
NIES-3859	Staurosirella berolinensis	Sort 142	20	-1
NIES-4124	Stephanosphaera pluvialis	nan	20	51712
NIES-4125	Stephanosphaera pluvialis	nan	20	51712
NIES-2184	Stichococcus bacillaris	Holm-Hansen M-13-d	20	37433
NIES-3639	Stichococcus bacillaris	Handa-786-x	20	37433
NIES-530	Stichococcus bacillaris	AT5-17	15	37433
NIES-529	Stichococcus sp.	AT2-16	15	37433
NIES-531	Stigeoclonium aestivale	2st-3-12	20	1081502
NIES-532	Stigeoclonium fasciculare	M-2	10	-1
NIES-454	Stigeoclonium sp.	2Tst-2-1	10	-1
NIES-2131	Stigonema ocellatum	A. Zehnder 232	20	221293
NIES-3647	Suigetsumonas clinomigrationis	LSccTR-1	20	1527026
NIES-2638	Symbiodinium sp.	Bise07	20	480393
NIES-2639	Symbiodinium sp.	Odo06	20	480394
NIES-2640	Symbiodinium sp.	Oku01	20	480395
NIES-2641	Symbiodinium sp.	Oku03	20	480397
NIES-2642	Symbiodinium sp.	Oku05	20	480399
NIES-2643	Symbiodinium sp.	Oku12	20	480405
NIES-2746	Symbiodinium sp.	DemSym1	20	-1
NIES-4076	Symbiodinium sp.	Y106	20	1563115
NIES-2589	Symbiomonas scintillans	OLI120SDA	20	106530
NIES-2132	Symploca muscorum	nan	20	1905349
NIES-3277	Synechococcus leopoliensis	Tx 20	20	32047
NIES-1341	Synechococcus sp.	MW10#1	15	210706
NIES-1342	Synechococcus sp.	MW15#2	15	210709
NIES-1343	Synechococcus sp.	MW72C6	15	210708
NIES-1344	Synechococcus sp.	MW73B4	15	210710
NIES-1345	Synechococcus sp.	MW76B2	15	210715
NIES-1346	Synechococcus sp.	MW77D1	15	210711
NIES-1347	Synechococcus sp.	MH301	15	225054
NIES-1348	Synechococcus sp.	MH305	15	225055
NIES-3083	Synechococcus sp.	HOG	20	195247
NIES-3084	Synechococcus sp.	hor	20	195490
NIES-937	Synechococcus sp.	JUS 1	15	2956730
NIES-938	Synechococcus sp.	HAR 3	15	2956731
NIES-939	Synechococcus sp.	HAR 10	15	2956732
NIES-940	Synechococcus sp.	HIM 1	15	2956733
NIES-941	Synechococcus sp.	TEG 1	15	2956734
NIES-942	Synechococcus sp.	USK 1	15	2956735
NIES-943	Synechococcus sp.	KOJ 1	15	2956736
NIES-944	Synechococcus sp.	ABS 10	15	115761
NIES-945	Synechococcus sp.	B 1	15	2956771
NIES-946	Synechococcus sp.	2K 11	15	2956737
NIES-947	Synechococcus sp.	SA 1	15	2956744
NIES-948	Synechococcus sp.	ABS 11	15	115764
NIES-949	Synechococcus sp.	USK 2	15	2956745
NIES-950	Synechococcus sp.	LN 3	15	2956746
NIES-951	Synechococcus sp.	AKN 3	15	2956772
NIES-952	Synechococcus sp.	KIZ 5/3	15	2956747
NIES-953	Synechococcus sp.	B 10	15	2956773
NIES-954	Synechococcus sp.	B 8	15	2956748
NIES-955	Synechococcus sp.	KIZ 5/1	15	2956749
NIES-956	Synechococcus sp.	NOJ 1	15	2956750
NIES-957	Synechococcus sp.	B 11	15	2956774
NIES-958	Synechococcus sp.	B 4	15	2956751
NIES-959	Synechococcus sp.	B 3	15	2956775
NIES-960	Synechococcus sp.	TSU 3	15	2956739
NIES-961	Synechococcus sp.	2K 12	15	2956738
NIES-962	Synechococcus sp.	ONM 3	15	2956740
NIES-963	Synechococcus sp.	NT 5	15	2956741
NIES-964	Synechococcus sp.	Me 5	15	2956742
NIES-965	Synechococcus sp.	MSZ 2	15	2956743
NIES-969	Synechococcus sp.	1002	20	195232
NIES-970	Synechococcus sp.	T71	20	1827144
NIES-971	Synechococcus sp.	T7cc1	20	195233
NIES-972	Synechococcus sp.	IR11	20	2956776
NIES-973	Synechococcus sp.	48	20	2956777
NIES-974	Synechococcus sp.	58E8	20	2956759
NIES-975	Synechococcus sp.	58g6	20	2956760
NIES-976	Synechococcus sp.	59	20	2956752
NIES-977	Synechococcus sp.	taiyo	20	2956753
NIES-978	Synechococcus sp.	UBR	20	2956778
NIES-979	Synechococcus sp.	UH7	20	2956779
NIES-980	Synechococcus sp.	kom	20	195489
NIES-982	Synechococcus sp.	Hosso	20	2956754
NIES-983	Synechococcus sp.	St235	20	2956755
NIES-984	Synechococcus sp.	TAG	20	195238
NIES-985	Synechococcus sp.	miyaR	20	2956761
NIES-986	Synechococcus sp.	74	20	2956756
NIES-987	Synechococcus sp.	FUT	20	2956757
NIES-988	Synechococcus sp.	miyaY	20	2956758
NIES-3758	Synechocystis sp.	nan	20	-1
NIES-3759	Synechocystis sp.	nan	20	-1
NIES-1007	Synura petersenii	#73	15	52555
NIES-233	Synura petersenii	USI-10	20	52555
NIES-695	Synura sphagnicola	92-520-S-6	20	52556
NIES-696	Synura sphagnicola	92-1001-S-2	20	52556
NIES-234	Synura spinosa	SIS-1	20	2992
NIES-2876	Syracosphaera pulchra	TMR16	20	418946
NIES-2877	Syracosphaera pulchra	TMR18	20	418946
NIES-225	Tabellaria flocculosa	OZ-43-4	15	426662
NIES-2294	Tabris heimii	IwCl-10	20	551846
NIES-2295	Tabris heimii	IwCl-12	20	551846
NIES-4278	Tetra dron sp.	sort 121	20	2705038
NIES-571	Tetrabaena socialis	21028-4	20	47790
NIES-691	Tetrabaena socialis	KG-4-8th	15	47790
NIES-92	Tetradesmus acuminatus	K-S-1	20	91191
NIES-119	Tetradesmus dimorphus	OZ-29	20	119574
NIES-93	Tetradesmus dimorphus	F-18-1	20	119574
NIES-2279	Tetradesmus obliquus	Gaffron D-3	20	3088
NIES-2280	Tetradesmus obliquus	Gaffron D-3	20	3088
NIES-403	Tetrahymena pyriformis	Tetra-1	15	5908
NIES-2712	Tetranephris brasiliensis	KR 1989/26	15	875623
NIES-18	Tetraselmis cordiformis	SM-6-9	20	426497
NIES-533	Tetraselmis cordiformis	KY-20-1	20	426497
NIES-1430	Tetraselmis levis	TKB-121 (AK-14)	20	2510444
NIES-1429	Tetraselmis sp.	TKB-083 (nrc059)	20	-1
NIES-1431	Tetraselmis sp.	TKB-091 (nrc067)	20	-1
NIES-1432	Tetraselmis sp.	TKB-043 (nrc030-035)	20	-1
NIES-1433	Tetraselmis sp.	TKB-073 (nrc052*)	20	-1
NIES-1434	Tetraselmis sp.	TKB-095 (nrc)	20	-1
NIES-2432	Tetraselmis sp.	TKB-349	20	63592
NIES-2855	Tetraselmis sp.	"PK-2; nak-13"	20	-1
NIES-2856	Tetraselmis sp.	nak-15	20	-1
NIES-1019	Tetraselmis striata	#96	20	3165
NIES-2572	Tetraselmis subcordiformis	nan	20	3161
NIES-1836	Tetraselmis verrucosa	TKB-276	20	-1
NIES-4217	Tetrastrum staurogeniaeforme	Sort 63	20	1207352
NIES-534	Thalassionema nitzschioides	MBB-6	15	33649
NIES-4227	Thalassiosira nordenskioeldii	Th-n-3	5	83372
NIES-1443	Thaumatomastix sp.	TKB-023 (NY0134)	20	-1
NIES-3625	Thecadinium kofoidii	KGW-136	20	240360
NIES-2133	Thermosynechococcus elongatus	BP-1	50	197221
NIES-2134	Thermosynechococcus vulcanus	nan	50	2005468
NIES-1325	Thoracosphaera heimii	MH 36	20	2923
NIES-1326	Thoracosphaera heimii	MH 78	20	2923
NIES-1473	Thorea gaudichaudii	IK1	20	261527
NIES-1474	Thorea gaudichaudii	NUG-1	20	261527
NIES-1475	Thorea gaudichaudii	NUG-4	20	261527
NIES-1476	Thorea gaudichaudii	NUG-5	20	261527
NIES-1477	Thorea gaudichaudii	NUG-2	20	261527
NIES-1478	Thorea gaudichaudii	NUG-3	20	261527
NIES-1479	Thorea gaudichaudii	UJU-1	20	261527
NIES-1480	Thorea gaudichaudii	UJU-2	20	261527
NIES-1481	Thorea gaudichaudii	UJU-3	20	261527
NIES-1482	Thorea gaudichaudii	UJU-4	20	261527
NIES-1751	Thorea gaudichaudii	03nj2-1	20	261527
NIES-1752	Thorea gaudichaudii	03nj221	20	261527
NIES-1753	Thorea gaudichaudii	03nj6	20	261527
NIES-1754	Thorea gaudichaudii	03nj811	20	261527
NIES-1755	Thorea gaudichaudii	03nj91	20	261527
NIES-1756	Thorea gaudichaudii	03nj10	20	261527
NIES-1757	Thorea gaudichaudii	03KC2	20	261527
NIES-1758	Thorea gaudichaudii	03KC3	20	261527
NIES-1759	Thorea gaudichaudii	03KC4	20	261527
NIES-1761	Thorea gaudichaudii	03si3	20	261527
NIES-1762	Thorea gaudichaudii	03si51	20	261527
NIES-1763	Thorea gaudichaudii	03si11	20	261527
NIES-1764	Thorea gaudichaudii	03si12	20	261527
NIES-1765	Thorea gaudichaudii	03si13	20	261527
NIES-1766	Thorea gaudichaudii	03sii	20	261527
NIES-1767	Thorea gaudichaudii	OB1	20	261527
NIES-1768	Thorea gaudichaudii	OB2	20	261527
NIES-1769	Thorea gaudichaudii	OB3	20	261527
NIES-1771	Thorea gaudichaudii	YF2	20	261527
NIES-1772	Thorea gaudichaudii	06KC1	20	261527
NIES-2032	Thorea gaudichaudii	06nu1	20	261527
NIES-2033	Thorea gaudichaudii	06nu2	20	261527
NIES-2035	Thorea gaudichaudii	06nu4	20	261527
NIES-2036	Thorea gaudichaudii	06nu5	20	261527
NIES-2037	Thorea gaudichaudii	06nu6	20	261527
NIES-2038	Thorea gaudichaudii	06nu7	20	261527
NIES-2039	Thorea gaudichaudii	06nu8	20	261527
NIES-2040	Thorea gaudichaudii	06nu9	20	261527
NIES-2041	Thorea gaudichaudii	06nu10	20	261527
NIES-2042	Thorea gaudichaudii	06nu11	20	261527
NIES-3828	Thorea gaudichaudii	UFU-1	20	261527
NIES-3829	Thorea gaudichaudii	Oyake	20	261527
NIES-1572	Thorea hispida	KAW-1	15	202687
NIES-1573	Thorea hispida	sg1	20	202687
NIES-1574	Thorea hispida	KAW-3	15	202687
NIES-1575	Thorea hispida	KAW-4	15	202687
NIES-1577	Thorea hispida	kwu2	20	202687
NIES-1578	Thorea hispida	kwu3	20	202687
NIES-1579	Thorea hispida	kwd3	20	202687
NIES-1580	Thorea hispida	kwu4	20	202687
NIES-1582	Thorea hispida	kwd4	20	202687
NIES-1583	Thorea hispida	kwd7	20	202687
NIES-1584	Thorea hispida	sg3	20	202687
NIES-2043	Thorea hispida	06sg3	20	202687
NIES-1484	Thorea okadae	NAK-13	15	261528
NIES-1485	Thorea okadae	NAK-21	15	261528
NIES-1486	Thorea okadae	NAK-23	15	261528
NIES-1487	Thorea okadae	NAK-6	15	261528
NIES-1488	Thorea okadae	NAK-7	15	261528
NIES-1489	Thorea okadae	NAK-31	15	261528
NIES-1490	Thorea okadae	KIK-1	15	261528
NIES-1491	Thorea okadae	KIK-33	15	261528
NIES-1492	Thorea okadae	KIK-41	15	261528
NIES-1494	Thorea okadae	YAH-6	15	261528
NIES-1495	Thorea okadae	KIK-25	15	261528
NIES-1496	Thorea okadae	YAH-1	15	261528
NIES-1497	Thorea okadae	YAH-2	15	261528
NIES-1498	Thorea okadae	KIK-35	15	261528
NIES-1499	Thorea okadae	YAH-3	15	261528
NIES-1500	Thorea okadae	YAH-4	15	261528
NIES-1501	Thorea okadae	KIK-21	15	261528
NIES-1503	Thorea okadae	KIK-53	15	261528
NIES-1504	Thorea okadae	KIK-54	15	261528
NIES-1505	Thorea okadae	KIK-57	15	261528
NIES-1506	Thorea okadae	KIK-58	15	261528
NIES-1508	Thorea okadae	KIK-68	15	261528
NIES-1509	Thorea okadae	KIK-69	15	261528
NIES-1510	Thorea okadae	KIK-70	15	261528
NIES-1511	Thorea okadae	KIK-71	15	261528
NIES-1512	Thorea okadae	KIK-72	15	261528
NIES-1513	Thorea okadae	KIK-73	15	261528
NIES-1514	Thorea okadae	KIK-74	15	261528
NIES-1515	Thorea okadae	KIK-75	15	261528
NIES-1517	Thorea okadae	KIK-77	15	261528
NIES-1518	Thorea okadae	KIK-78	15	261528
NIES-1519	Thorea okadae	KIK-79	15	261528
NIES-1520	Thorea okadae	KIK-80	15	261528
NIES-1521	Thorea okadae	KIK-81	15	261528
NIES-1522	Thorea okadae	KIK-82	15	261528
NIES-1523	Thorea okadae	KIK-83	15	261528
NIES-1524	Thorea okadae	KIK-84	15	261528
NIES-1528	Thorea okadae	k2	20	261528
NIES-1529	Thorea okadae	k9	20	261528
NIES-1530	Thorea okadae	k10	20	261528
NIES-1531	Thorea okadae	k14	20	261528
NIES-1532	Thorea okadae	k22	20	261528
NIES-1533	Thorea okadae	NAK-32	15	261528
NIES-1534	Thorea okadae	oh8	20	261528
NIES-1535	Thorea okadae	oh13	20	261528
NIES-1536	Thorea okadae	s2	20	261528
NIES-1537	Thorea okadae	s6	20	261528
NIES-1538	Thorea okadae	s7	20	261528
NIES-1539	Thorea okadae	s11	20	261528
NIES-1540	Thorea okadae	s12	20	261528
NIES-1541	Thorea okadae	s13	20	261528
NIES-1542	Thorea okadae	s14	20	261528
NIES-1544	Thorea okadae	ch2	20	261528
NIES-1545	Thorea okadae	yg1	20	261528
NIES-1546	Thorea okadae	yg9	20	261528
NIES-1547	Thorea okadae	YBE-3	15	261528
NIES-1550	Thorea okadae	KIK-59	15	261528
NIES-1551	Thorea okadae	KIK-60	15	261528
NIES-1552	Thorea okadae	KIK-61	15	261528
NIES-1554	Thorea okadae	AM2	20	261528
NIES-1555	Thorea okadae	k5	20	261528
NIES-1556	Thorea okadae	k8	20	261528
NIES-1558	Thorea okadae	k12	20	261528
NIES-1559	Thorea okadae	k18	20	261528
NIES-1560	Thorea okadae	k20	20	261528
NIES-1561	Thorea okadae	k23	15	261528
NIES-1562	Thorea okadae	k25	20	261528
NIES-1563	Thorea okadae	oh6	20	261528
NIES-1564	Thorea okadae	oh7	20	261528
NIES-1565	Thorea okadae	oh23	20	261528
NIES-1566	Thorea okadae	s5	20	261528
NIES-1568	Thorea okadae	ch13	20	261528
NIES-1569	Thorea okadae	ch15	20	261528
NIES-1570	Thorea okadae	ch21	20	261528
NIES-1571	Thorea okadae	yg4	20	261528
NIES-1773	Thorea okadae	AM1	20	261528
NIES-1774	Thorea okadae	IB1	20	261528
NIES-1775	Thorea okadae	IB2	20	261528
NIES-1776	Thorea okadae	IB3	20	261528
NIES-1777	Thorea okadae	IB4	20	261528
NIES-1778	Thorea okadae	IB5	20	261528
