Source_ID	Name	Strain	Temp	ncbiTaxID
NIES-743	Chlorogonium capillatum	nan	20	71743
NIES-744	Chlorogonium capillatum	nan	20	71743
NIES-745	Chlorogonium capillatum	nan	20	71743
NIES-746	Chlorogonium capillatum	nan	20	71743
NIES-747	Chlorogonium capillatum	nan	20	71743
NIES-748	Chlorogonium capillatum	nan	20	71743
NIES-749	Chlorogonium capillatum	nan	20	71743
NIES-750	Chlorogonium capillatum	nan	20	71743
NIES-2296	Chlorogonium complexum Nakada	KsCl-4-1	20	590150
NIES-2297	Chlorogonium complexum Nakada	ChCl-508	20	590150
NIES-1357	Chlorogonium elongatum	Chlogo-1/1998-3-7	20	52029
NIES-1358	Chlorogonium elongatum	SkCl-2	20	52029
NIES-751	Chlorogonium elongatum	nan	20	52029
NIES-752	Chlorogonium elongatum	nan	20	52029
NIES-753	Chlorogonium elongatum	nan	20	52029
NIES-754	Chlorogonium euchlorum	nan	20	52028
NIES-755	Chlorogonium euchlorum	nan	20	52028
NIES-756	Chlorogonium euchlorum	nan	20	52028
NIES-757	Chlorogonium euchlorum	nan	20	52028
NIES-758	Chlorogonium euchlorum	nan	20	52028
NIES-759	Chlorogonium euchlorum	nan	20	52028
NIES-760	Chlorogonium euchlorum	nan	20	52028
NIES-2352	Chloroidium saccharophilum	nan	20	3082
NIES-640	Chloroidium saccharophilum	Tst-8-2	10	3082
NIES-160	Chlorokybus riethii	TOT-24	20	2899174
NIES-2201	Chloromonas actinochloris	Deason C-2-14	20	158501
NIES-2224	Chloromonas actinochloris	Tsubo T-A	20	158501
NIES-158	Chloromonas augustae	ASE-242	20	87091
NIES-2215	Chloromonas difformis	Ettl 136	20	1034609
NIES-3389	Chloromonas fukushimae	GsCl-11	5	1454353
NIES-3390	Chloromonas fukushimae	HkCl-65	5	1454353
NIES-4452	Chloromonas fukushimae	HkCl-117	5	1454353
NIES-4453	Chloromonas fukushimae	OzCl-11	5	1454353
NIES-2862	Chloromonas kasaiae	EbCl-8	20	1208237
NIES-3752	Chloromonas krienitzii	GsCl-49	5	1580877
NIES-3753	Chloromonas krienitzii	GsCl-54	5	1580877
NIES-2379	Chloromonas miwae	GS1	10	519986
NIES-2380	Chloromonas miwae	STR	10	519986
NIES-4284	Chloromonas muramotoi	HkCl-57	5	2496115
NIES-2563	Chloromonas pseudoplatyrhyncha	HjCl-3	20	742469
NIES-2203	Chloromonas sp.	Deason C-1-11	20	1157971
NIES-2243	Chloromonas typhlos	nan	20	1006182
NIES-2758	Chloroparvula japonica	MH 340	20	1411623
NIES-3669	Chloroparvula pacifica	MH 509	20	1883388
NIES-2756	Chloroparvula sp.	MH 335	20	1883388
NIES-3835	Chloroparvula sp.	IndianOcean_1-1	20	1883388
NIES-2755	Chloropicon roscoffensis	MH 317	20	1461544
NIES-3667	Chloropicon roscoffensis	MH 504	20	1461544
NIES-3668	Chloropicon roscoffensis	MH 537	20	1461544
NIES-3670	Chloropicon roscoffensis	MH 533	20	1461544
NIES-3671	Chloropicon sieburthii	MH 514	20	1764286
NIES-3849	Chloropicon sp.	AMT 2013 - P182-H9	22	2565277
NIES-392	Chlorotetraedron incus	F115	20	162317
NIES-4386	Chlorotetraedron incus	sort 71	20	162317
NIES-2342	Choricystis krienitzii	OTD 1	15	2732264
NIES-4292	Choricystis krienitzii	sort 41	20	2732264
NIES-1436	Choricystis minor	TKB-052 (nak-07)	20	41300
NIES-1840	Choricystis sp.	TKB-198	20	-1
NIES-2333	Choricystis sp.	MSZ 3	15	614189
NIES-2335	Choricystis sp.	KUTA 1	15	619270
NIES-2337	Choricystis sp.	SKT 1	15	619271
NIES-2338	Choricystis sp.	TOYA 1	15	619272
NIES-4391	Chromera velia	"RM12; nQAIF136"	20	505693
NIES-2175	Chromochloris zofingiensis	nan	20	31302
NIES-4398	Chroococcidium sp.	AL8	22	2684431
NIES-1969	Chroodactylon ornatum	M-76	20	139907
NIES-1970	Chroodactylon ornatum	M-183	20	139907
NIES-1971	Chroodactylon ornatum	M-184	20	139907
NIES-1031	Chroogloeocystis siderophila	5.2 s.c.1	24	329163
NIES-712	Chroomonas caudata	#00171	15	254931
NIES-1004	Chroomonas coerulea	#74	15	478127
NIES-713	Chroomonas coerulea	#00191	15	478127
NIES-714	Chroomonas coerulea	#00217	15	478127
NIES-703	Chroomonas collegionis	M08	15	2867499
NIES-2331	Chroomonas debatzensis	NAK-1	20	2058882
NIES-704	Chroomonas dispersa	M09	15	356657
NIES-1370	Chroomonas mesostigmatica	TKB-112 (AK-13)	20	195065
NIES-706	Chroomonas nordstedtii	#00165	15	195502
NIES-707	Chroomonas nordstedtii	#00173	15	195502
NIES-708	Chroomonas nordstedtii	#00324	15	195502
NIES-709	Chroomonas nordstedtii	#00330	15	195502
NIES-710	Chroomonas nordstedtii	#00331	15	195502
NIES-711	Chroomonas nordstedtii	#00354	15	195502
NIES-705	Chroomonas placoidea	M11	15	173977
NIES-3913	Chroomonas sp.	isolation 46	20	1810842
NIES-4165	Chroomonas sp.	EM138	15	-1
NIES-2890	Chrysamoeba radians	M-226	20	-1
NIES-4257	Chrysochromulina andersonii	truncatum_symbiont	20	2555874
NIES-562	Chrysochromulina parva	nan	15	127563
NIES-998	Chrysochromulina quadrikonta	CQ13T	20	-1
NIES-1392	Chrysochromulina simplex	TKB-129 (nak23)	20	412158
NIES-1333	Chrysochromulina sp.	TKB-079 (nrc063)	20	407208
NIES-1391	Chrysochromulina sp.	TKB-210 (ym-12)	20	-1
NIES-2506	Chrysochromulina sp.	TKB-348	20	-1
NIES-3652	Chrysochromulina sp.	nan	15	-1
NIES-4122	Chrysochromulina sp.	D1	20	-1
NIES-1874	Chrysoculter rhomboideus	TKB-54	20	259385
NIES-1699	Chrysophaeum taylorii	SEK-105	20	2483200
NIES-1700	Chrysophaeum taylorii	SEK-109	20	2483200
NIES-1813	Chrysotila haptonemofera	TKB-230	20	35135
NIES-8	Chrysotila roscoffensis	OCri	20	418908
NIES-4077	Cladocopium sp.	Y-103	20	1563116
NIES-124	Closterium acerosum	N-20-1	20	130971
NIES-125	Closterium acerosum	N-25-22	20	130971
NIES-127	Closterium acerosum	H-2-2	20	130971
NIES-448	Closterium acerosum	3A	20	130971
NIES-258	Closterium aciculare	Bca-25	20	-1
NIES-259	Closterium aciculare	Bca-26	20	-1
NIES-128	Closterium calosporum	IB-21-20	20	157567
NIES-162	Closterium calosporum	IB-21-21	20	157567
NIES-163	Closterium calosporum	R-5-3	20	157567
NIES-164	Closterium calosporum	R-5-2	20	157567
NIES-165	Closterium calosporum	R-11-6	20	157567
NIES-166	Closterium calosporum	J5-56-11	20	157567
NIES-167	Closterium calosporum	J5-56-12	20	157567
NIES-168	Closterium calosporum	R-11-5	20	157567
NIES-169	Closterium calosporum	N-134-5	20	157567
NIES-170	Closterium calosporum	N-143-19	20	157567
NIES-171	Closterium calosporum	N-147-3	20	157567
NIES-336	Closterium calosporum	N-147-12	22	157567
NIES-228	Closterium ehrenbergii	KK-33-1	20	102165
NIES-229	Closterium ehrenbergii	KK-33-6	20	102165
NIES-179	Closterium gracile	N-90-58	20	157577
NIES-180	Closterium gracile	N-90-59	20	157577
NIES-181	Closterium incurvum	N-34-2	20	157578
NIES-337	Closterium incurvum	N-12-92	20	157578
NIES-172	Closterium moniliferum	N-100-1	20	157562
NIES-173	Closterium moniliferum	S-1-22	20	157562
NIES-174	Closterium moniliferum	N-76-30	20	157562
NIES-182	Closterium moniliferum	S-1-13	20	157562
NIES-183	Closterium moniliferum	S-1-24	20	157562
NIES-3646	Closterium moniliferum	izu76-1	20	157562
NIES-175	Closterium navicula	N-49-7	20	157579
NIES-176	Closterium navicula	N-75-10	20	157579
NIES-177	Closterium navicula	N-79-26	20	157579
NIES-178	Closterium navicula	N-134-15	20	157579
NIES-261	Closterium peracerosum-strigosum-littorale complex	IB-8-14	15	34146
NIES-262	Closterium peracerosum-strigosum-littorale complex	N-13-4	15	2078519
NIES-2666	Closterium peracerosum-strigosum-littorale complex	kodama20	22	34146
NIES-4319	Closterium peracerosum-strigosum-littorale complex	Asa13-14	20	2078517
NIES-4320	Closterium peracerosum-strigosum-littorale complex	Asa13-21	20	2078518
NIES-4321	Closterium peracerosum-strigosum-littorale complex	Inba1-12	20	2922912
NIES-4322	Closterium peracerosum-strigosum-littorale complex	Inba1-20	20	2922912
NIES-51	Closterium peracerosum-strigosum-littorale complex	IB-4-2	15	34146
NIES-52	Closterium peracerosum-strigosum-littorale complex	IB-4-9	15	157561
NIES-53	Closterium peracerosum-strigosum-littorale complex	IB-6-8	15	34146
NIES-54	Closterium peracerosum-strigosum-littorale complex	IB-6-9	15	34146
NIES-55	Closterium peracerosum-strigosum-littorale complex	IB-8-15	15	34146
NIES-56	Closterium peracerosum-strigosum-littorale complex	IB-8-24	15	34146
NIES-58	Closterium peracerosum-strigosum-littorale complex	IB-10-1	15	34146
NIES-59	Closterium peracerosum-strigosum-littorale complex	IB-10-2	15	34146
NIES-60	Closterium peracerosum-strigosum-littorale complex	IB-12-1	15	34146
NIES-61	Closterium peracerosum-strigosum-littorale complex	IB-12-2	15	34146
NIES-62	Closterium peracerosum-strigosum-littorale complex	IB-13-1	15	34146
NIES-63	Closterium peracerosum-strigosum-littorale complex	IB-13-2	15	34146
NIES-64	Closterium peracerosum-strigosum-littorale complex	KAS-4-29	15	34146
NIES-65	Closterium peracerosum-strigosum-littorale complex	KAS-4-30	15	34146
NIES-66	Closterium peracerosum-strigosum-littorale complex	N-13-1	15	2078521
NIES-67	Closterium peracerosum-strigosum-littorale complex	N-31-19	15	2790670
NIES-68	Closterium peracerosum-strigosum-littorale complex	N-31-24	15	2019903
NIES-69	Closterium peracerosum-strigosum-littorale complex	TG-2-21	15	34146
NIES-70	Closterium peracerosum-strigosum-littorale complex	TG-2-22	15	34146
NIES-449	Closterium pleurodermatum	R-11-20	20	157580
NIES-450	Closterium praelongum	N-12-3	20	-1
NIES-451	Closterium praelongum	N-78-8	20	-1
NIES-185	Closterium pusillum	N-79-19	20	157572
NIES-338	Closterium rostratum	N-90-55	20	-1
NIES-339	Closterium selenastrum	R-9-40	20	157581
NIES-340	Closterium selenastrum	R-9-42	20	157581
NIES-4387	Closterium sp.	isolation 65	20	2721555
NIES-186	Closterium spinosporum	AK-46	20	157565
NIES-187	Closterium spinosporum	R-9-13	20	157565
NIES-188	Closterium spinosporum	M-10-1	20	157565
NIES-189	Closterium spinosporum	M-10-4	20	157565
NIES-191	Closterium spinosporum	R-12-3	20	157565
NIES-192	Closterium spinosporum	R-12-6	20	157565
NIES-193	Closterium spinosporum	R-12-2G3	20	157565
NIES-194	Closterium spinosporum	A-2-22	20	157565
NIES-195	Closterium spinosporum	A-7-3	20	157565
NIES-197	Closterium spinosporum	A-13-4	20	157565
NIES-341	Closterium spinosporum	R-9-12	20	157565
NIES-198	Closterium tumidum	N-79-11	20	157571
NIES-199	Closterium venus	N-90-48	20	157582
NIES-200	Closterium wallichii	S-1-0	20	157583
NIES-201	Closterium wallichii	F60-21	20	157583
NIES-202	Closterium wallichii	N-63-0	20	157583
NIES-2696	Coccolithus braarudii	AC400	15	221442
NIES-2252	Coccomyxa dispar	Ishikawa U-109	20	614188
NIES-2353	Coccomyxa dispar	Holm-Hansen R-1	20	614188
NIES-2166	Coccomyxa subellipsoidea	Holm-Hansen M-42-a	20	248742
NIES-4343	Coccomyxa subellipsoidea	S-255-PL-002-A	20	248742
NIES-2327	Cochlodinium sp.	SMHD-7	15	-1
NIES-129	Coelastrum astroideum	TAC 56 (TAN-56-7)	20	183310
NIES-130	Coelastrum astroideum	TAC 51-9A (TAN-51-9A)	20	183310
NIES-244	Coelastrum astroideum	nan	20	183310
NIES-342	Coelastrum astroideum	TAC 54 (TAN-54-1)	20	183310
NIES-231	Coelastrum morus	F78-4-2	20	795111
NIES-131	Coelastrum proboscideum	N-63-20	20	795112
NIES-132	Coelastrum reticulatum	TAC 53-5A (TAN-53-5A)	20	183314
NIES-245	Coelastrum reticulatum	F63-3	20	183314
NIES-4266	Coelastrum sp.	Sort 109	20	2364553
NIES-4473	Coelosphaerium sp.	G2	20	1849356
NIES-4474	Coelosphaerium sp.	G3	20	2047762
NIES-4475	Coelosphaerium sp.	S3C5	20	2047763
NIES-3382	Colemanosphaera angeleri	2010-0126-1	20	1454018
NIES-3383	Colemanosphaera charkowiensis	Isa 7-1	20	51706
NIES-3384	Colemanosphaera charkowiensis	2010-0713-E2	20	51706
NIES-3385	Colemanosphaera charkowiensis	2010-0713-E5	20	51706
NIES-3386	Colemanosphaera charkowiensis	2013-0615-IC-3	20	51706
NIES-3387	Colemanosphaera charkowiensis	2013-0615-IC-4	20	51706
NIES-3388	Colemanosphaera charkowiensis	2013-0615-IC-7	20	51706
NIES-3719	Coleochaete nitellarum	AM224-c	20	78178
NIES-4262	Coleochaete scutata	Ynk-2	20	3125
NIES-1461	Compsopogon coeruleus	HNC2	20	31354
NIES-1462	Compsopogon coeruleus	KWC12	20	31354
NIES-1463	Compsopogonopsis japonica	ISI-1	20	-1
NIES-4602	Coolia canariensis	G17	24	999464
NIES-4603	Coolia canariensis	G6	24	999464
NIES-4604	Coolia canariensis	G11	20	999464
NIES-3637	Coolia malayensis	C1	20	119754
NIES-4595	Coolia malayensis	C14	24	119754
NIES-4596	Coolia malayensis	C12	24	119754
NIES-4597	Coolia malayensis	G10	24	119754
NIES-4598	Coolia malayensis	G4	24	119754
NIES-4599	Coolia malayensis	E6-G27	24	119754
NIES-4600	Coolia malayensis	E2-G25	24	119754
NIES-1833	Coolia monotis	TKB-260	20	58156
NIES-343	Coolia monotis	8-1	20	58156
NIES-615	Coolia monotis	CM-01	20	58156
NIES-4601	Coolia palmyrensis	F6-G23	20	1658755
NIES-3723	Copromyxa microcystidis	A2JEPDK	20	1678070
NIES-2369	Corisphaera gracilis	IG-1	20	-1
NIES-2662	Corynoplastis japonica	TB4-T2	20	700918
NIES-768	Cosmarium askenasyi	88-8-37	22	664895
NIES-769	Cosmarium askenasyi	88-8-38	22	664895
NIES-770	Cosmarium askenasyi	88-8-39	22	664895
NIES-771	Cosmarium askenasyi	88-8-40	22	664895
NIES-133	Cosmarium contractum	TAC 53-2 (TAN-53-2)	20	184495
NIES-839	Cosmarium dilatatum	nan	22	292383
NIES-452	Cosmarium hians	YAMA-Cos-4	20	-1
NIES-248	Cosmocladium constrictum	F75-2	20	184501
NIES-2718	Craticula molestiformis	K5-9	15	431345
NIES-2719	Craticula molestiformis	K23-7	15	431345
NIES-4015	Craticula pseudocitrus	Sort 163	20	2055816
NIES-3914	Crucigenia lauterbornii	isolation 7	20	1211292
NIES-4298	Crucigeniella sp.	sort 124	20	2563807
NIES-3954	Cruciplacolithus neohelis	MKP35-2	20	127547
NIES-1407	Cryptoglena pigra	TKB-137 (NY0156)	20	66844
NIES-387	Cryptoglena skujae	PhD-3	20	161229
NIES-276	Cryptomonas borealis	#00096	15	233190
NIES-281	Cryptomonas curvata	#00073	15	233186
NIES-3915	Cryptomonas curvata	isolation 49	20	233186
NIES-274	Cryptomonas ovata	#00046	15	70450
NIES-275	Cryptomonas ovata	#00042	15	70450
NIES-715	Cryptomonas paramaecium	#00210	15	2898
NIES-766	Cryptomonas paramaecium	#00318	15	2898
NIES-767	Cryptomonas paramaecium	#00319	15	2898
NIES-344	Cryptomonas platyuris	#00103	15	195066
NIES-277	Cryptomonas rostratiformis	#00148	15	356651
NIES-278	Cryptomonas rostratiformis	#00154	15	356651
NIES-1327	Cryptomonas sp.	#00266	15	2867504
NIES-345	Cryptomonas sp.	#00006	15	2867500
NIES-3916	Cryptomonas sp.	isolation 36	20	1810858
NIES-3952	Cryptomonas sp.	KKAS-11	20	2867508
NIES-4175	Cryptomonas sp.	EF164	15	-1
NIES-4178	Cryptomonas sp.	EF213	15	-1
NIES-4180	Cryptomonas sp.	EF233	15	-1
NIES-4181	Cryptomonas sp.	EF235	15	-1
NIES-4186	Cryptomonas sp.	EF280	15	-1
NIES-4187	Cryptomonas sp.	EF291	15	-1
NIES-4194	Cryptomonas sp.	EF359	15	-1
NIES-279	Cryptomonas tetrapyrenoidosa	#00099	15	233185
NIES-280	Cryptomonas tetrapyrenoidosa	#00014	15	233185
NIES-282	Cryptomonas tetrapyrenoidosa	#00056	15	233185
NIES-346	Cryptomonas tetrapyrenoidosa	#00009	15	233185
NIES-347	Cryptomonas tetrapyrenoidosa	#00072	15	233185
NIES-348	Cryptomonas tetrapyrenoidosa	#00109	15	233185
NIES-4174	Cryptomonas tetrapyrenoidosa	EF157	15	233185
NIES-4177	Cryptomonas tetrapyrenoidosa	EF204	15	233185
NIES-4189	Cryptomonas tetrapyrenoidosa	EF334	15	233185
NIES-3733	Cuspidothrix issatschenkoi	SZ-23	20	230752
NIES-4051	Cuspidothrix issatschenkoi	Ak1309	20	230752
NIES-4390	Cyanidiococcus yangmingshanensis	THAL066	25	2690220
NIES-1332	Cyanidioschyzon merolae	10D	37	45157
NIES-1804	Cyanidioschyzon merolae	MO	37	45157
NIES-1805	Cyanidioschyzon merolae	M4	37	45157
NIES-1806	Cyanidioschyzon merolae	HUT1-1	37	45157
NIES-3377	Cyanidioschyzon merolae	10D	37	45157
NIES-2137	Cyanidium caldarium	RK-1	37	2771
NIES-3891	Cyanidium caldarium	KS-1	37	2771
NIES-3892	Cyanidium caldarium	KS-8	37	2771
NIES-551	Cyanidium caldarium	86	20	2771
NIES-981	Cyanobium sp.	Hos	20	1851505
NIES-3645	Cyanophora cuspidata	101	20	1522366
NIES-763	Cyanophora kugrensii	S117	20	1522367
NIES-547	Cyanophora paradoxa	nan	20	2762
NIES-764	Cyanophora sudae	S118	20	1522369
NIES-3854	Cyclotella atomus	Sort 94	20	382360
NIES-3855	Cyclotella meduanae	Sort 153	20	-1
NIES-2363	Cyclotella meneghiniana	HK	20	29205
NIES-2364	Cyclotella meneghiniana	MG	20	29205
NIES-2365	Cyclotella meneghiniana	SR-0	20	29205
NIES-803	Cyclotella meneghiniana	506-26	15	29205
NIES-804	Cyclotella meneghiniana	518-39	15	29205
NIES-805	Cyclotella meneghiniana	613-2	15	29205
NIES-349	Cylindrocystis brebissonii	6801-68	20	102167
NIES-2283	Cylindrocystis crassa	nan	20	184488
NIES-2284	Cylindrocystis sp.	nan	20	-1
NIES-2301	Cylindrocystis sp.	6801-15	20	-1
NIES-2302	Cylindrocystis sp.	6801-01	20	-1
NIES-2303	Cylindrocystis sp.	6707-01	20	-1
NIES-2102	Cylindrospermum muscicola	Ishikawa X2W-N-F	20	418417
NIES-4074	Cylindrospermum sp.	YK2-01	20	-1
NIES-1045	Cylindrotheca closterium	nan	15	2856
NIES-1046	Cylindrotheca fusiformis	WAT13	15	2853
NIES-2351	Cylindrotheca fusiformis	nan	20	2853
NIES-1047	Cylindrotheca sp.	nan	15	2005457
NIES-3702	Dangeardinia metastigma	TwCl-604	25	1661740
NIES-3703	Dangeardinia pseudopertusa	SbCl-4	20	160059
NIES-685	Desmodesmus abundans	nan	20	77547
NIES-4300	Desmodesmus communis	sort 133	20	31303
NIES-4267	Desmodesmus costato-granulatus	Sort 151	20	42692
NIES-3632	Desmodesmus komarekii	KGW-319	20	255620
NIES-97	Desmodesmus serratus	TAC 51-3C (TAN-51-3C)	20	91204
NIES-2277	Desmodesmus sp.	nan	20	-1
NIES-2278	Desmodesmus sp.	nan	20	-1
NIES-4211	Desmodesmus sp.	Sort 16	20	2364555
NIES-4213	Desmodesmus sp.	Sort 38	20	2364556
NIES-4265	Desmodesmus sp.	Sort 105	20	2364554
NIES-4410	Desmodesmus sp.	AI_03	20	-1
NIES-4418	Desmodesmus sp.	Tk6-3_May	20	-1
NIES-4420	Desmodesmus sp.	Tk3-2_Sept	20	-1
NIES-96	Desmodesmus sp.	TAC 51-3B (TAN-51-3B)	20	285082
NIES-4282	Desmodesmus subspicatus	nan	20	104105
NIES-797	Desmodesmus subspicatus	B8-7	20	104105
NIES-798	Desmodesmus subspicatus	B8-16	20	104105
NIES-799	Desmodesmus subspicatus	B8-23	20	104105
NIES-800	Desmodesmus subspicatus	B3-12	20	104105
NIES-801	Desmodesmus subspicatus	B3-15	20	104105
NIES-802	Desmodesmus subspicatus	B12-2	20	104105
NIES-153	Desmotetra delicata	KUC3-6	20	332211
NIES-1388	Developayella elegans	TKB-017 (NY0124)	20	42750
NIES-1001	Dicrateria rotunda	Iman2	20	2703868
NIES-1394	Dicrateria rotunda	TKB-128 (nak22)	20	2703868
NIES-2779	Dicrateria rotunda	MH 305	20	2703868
NIES-2780	Dicrateria rotunda	MH 403	15	2703868
NIES-378	Dictyochloropsis irregularis	CCHU-2227	20	706552
NIES-453	Dictyosphaerium pulchellum	nan	15	797696
NIES-4388	Dictyosphaerium sp.	isolation 61	20	-1
NIES-2330	Didymogenes soliella	HA-1	20	1202766
NIES-2167	Didymogenes sphaerica	nan	20	1202743
NIES-134	Dimorphococcus lunatus	34-5	20	183317
NIES-135	Dimorphococcus lunatus	F-61-4	20	183317
NIES-284	Dinobryon divergens	F-75-26	15	457357
NIES-3764	Diphylleia rotans	SRT116	20	190327
NIES-350	Ditylum brightwellii	KBB-10	15	49249
NIES-285	Docidium undulatum	41-11	20	664168
NIES-1639	Dolichospermum affine	TAC 439	20	119677
NIES-1640	Dolichospermum affine	TAC 440	20	119677
NIES-1641	Dolichospermum affine	TAC 442	20	119677
NIES-1642	Dolichospermum affine	TAC 454	20	119677
NIES-40	Dolichospermum affine	nan	22	549787
NIES-4036	Dolichospermum affine	Ak1382	20	119677
NIES-4037	Dolichospermum affine	Ak1383	20	119677
NIES-1875	Dolichospermum akankoense	TAC 505	20	747513
NIES-1876	Dolichospermum akankoense	TAC 506	20	747513
NIES-1906	Dolichospermum akankoense	TAC 571	20	747513
NIES-1907	Dolichospermum akankoense	TAC 572	20	747513
NIES-1645	Dolichospermum circinale	TAC 482	20	109265
NIES-1646	Dolichospermum circinale	TAC 496	20	109265
NIES-1647	Dolichospermum circinale	TAC 497	20	1091008
NIES-1648	Dolichospermum circinale	TAC 498	20	109265
NIES-1649	Dolichospermum circinale	TAC 499	20	109265
NIES-1650	Dolichospermum circinale	TAC 501	20	109265
NIES-1651	Dolichospermum circinale	TAC 500	20	109265
NIES-1877	Dolichospermum circinale	TAC 502	20	109265
NIES-1878	Dolichospermum circinale	TAC 503	20	109265
NIES-1879	Dolichospermum circinale	TAC 508	20	109265
NIES-1880	Dolichospermum circinale	TAC 507	20	109265
NIES-1908	Dolichospermum circinale	TAC 552	20	109265
NIES-1909	Dolichospermum circinale	TAC 553	20	109265
NIES-1929	Dolichospermum circinale	TAC 585	20	109265
NIES-1930	Dolichospermum circinale	TAC 586	20	109265
NIES-3153	Dolichospermum circinale	Ana V-3	20	109265
NIES-41	Dolichospermum circinale	nan	22	133419
NIES-806	Dolichospermum compactum	nan	20	1973481
NIES-835	Dolichospermum compactum	nan	20	136073
NIES-1652	Dolichospermum crassum	TAC 436	20	136074
NIES-1653	Dolichospermum crassum	TAC 443	20	136074
NIES-1654	Dolichospermum crassum	TAC 444	20	136074
NIES-1655	Dolichospermum crassum	TAC 468	20	136074
NIES-1656	Dolichospermum crassum	TAC 473	20	136074
NIES-1657	Dolichospermum crassum	TAC 474	20	136074
NIES-1658	Dolichospermum crassum	TAC 485	20	136074
NIES-1659	Dolichospermum crassum	TAC 486	20	136074
NIES-1660	Dolichospermum crassum	TAC 487	20	136074
NIES-1661	Dolichospermum crassum	TAC 488	20	136074
NIES-1662	Dolichospermum crassum	TAC 490	20	136074
NIES-1663	Dolichospermum crassum	TAC 492	20	136074
NIES-1664	Dolichospermum crassum	TAC 493	20	136074
NIES-1665	Dolichospermum crassum	TAC 494	20	136074
NIES-1666	Dolichospermum crassum	TAC 495	20	136074
NIES-1881	Dolichospermum crassum	TAC 512	20	136074
NIES-1882	Dolichospermum crassum	TAC 518	20	136074
NIES-1883	Dolichospermum crassum	TAC 519	20	136074
NIES-1884	Dolichospermum crassum	TAC 520	20	136074
NIES-1885	Dolichospermum crassum	TAC 522	20	136074
NIES-1886	Dolichospermum crassum	TAC 524	20	136074
NIES-1887	Dolichospermum crassum	TAC 525	20	136074
NIES-1888	Dolichospermum crassum	TAC 526	20	136074
NIES-1889	Dolichospermum crassum	TAC 527	20	136074
NIES-1890	Dolichospermum crassum	TAC 528	20	136074
NIES-1891	Dolichospermum crassum	TAC 529	20	136074
NIES-1892	Dolichospermum crassum	TAC 532	20	136074
NIES-1893	Dolichospermum crassum	TAC 513	20	136074
NIES-1894	Dolichospermum crassum	TAC 514	20	136074
NIES-1895	Dolichospermum crassum	TAC 515	20	136074
NIES-1896	Dolichospermum crassum	TAC 516	20	136074
NIES-1897	Dolichospermum crassum	TAC 517	20	136074
NIES-1898	Dolichospermum crassum	TAC 521	20	136074
NIES-1899	Dolichospermum crassum	TAC 523	20	136074
NIES-1900	Dolichospermum crassum	TAC 530	20	136074
NIES-1901	Dolichospermum crassum	TAC 531	20	136074
NIES-1902	Dolichospermum crassum	TAC 533	20	136074
NIES-1910	Dolichospermum crassum	TAC 562	20	136074
NIES-1911	Dolichospermum crassum	TAC 563	20	136074
NIES-1912	Dolichospermum crassum	TAC 567	20	136074
NIES-1913	Dolichospermum crassum	TAC 573	20	136074
NIES-1914	Dolichospermum crassum	TAC 574	20	136074
NIES-1915	Dolichospermum crassum	TAC 575	20	136074
NIES-1916	Dolichospermum crassum	TAC 576	20	136074
NIES-1917	Dolichospermum crassum	TAC 577	20	136074
NIES-1918	Dolichospermum crassum	TAC 587	20	136074
NIES-1919	Dolichospermum crassum	TAC 588	20	136074
NIES-4407	Dolichospermum crassum	Kobe-12	20	136074
NIES-77	Dolichospermum crassum	TAC 31 (K-TAN-31)	22	136074
NIES-78	Dolichospermum crassum	TAC 30 (K-TAN-30)	22	136074
NIES-1667	Dolichospermum danicum	TAC 453	20	747498
NIES-1668	Dolichospermum flos-aquae	TAC 99	20	1166
NIES-1669	Dolichospermum flos-aquae	TAC 100	20	1166
NIES-1670	Dolichospermum flos-aquae	TAC 430	20	1166
NIES-1671	Dolichospermum flos-aquae	TAC 445	20	1166
NIES-1672	Dolichospermum flos-aquae	TAC 446	20	1166
NIES-1903	Dolichospermum flos-aquae	TAC 429	20	1166
NIES-3154	Dolichospermum flos-aquae	Ana V-1	20	1166
NIES-4038	Dolichospermum flos-aquae	Ak1390	20	1166
NIES-4039	Dolichospermum flos-aquae	Ak1535	20	1166
NIES-4046	Dolichospermum flos-aquae	Ak1531	20	1166
NIES-4047	Dolichospermum flos-aquae	Ak1540	20	1166
NIES-75	Dolichospermum flos-aquae	TAC 43 (K-TAN-43)	22	1166
NIES-1673	Dolichospermum lemmermannii	TAC 438	20	747709
NIES-1674	Dolichospermum lemmermannii	TAC 475	20	747706
NIES-1675	Dolichospermum lemmermannii	TAC 476	20	54295
NIES-1676	Dolichospermum lemmermannii	TAC 483	20	54295
NIES-1920	Dolichospermum lemmermannii	TAC 583	20	747710
NIES-1921	Dolichospermum lemmermannii	TAC 584	20	747711
NIES-4048	Dolichospermum lemmermannii	Ak1524	20	54295
NIES-4049	Dolichospermum lemmermannii	Ak1529	24	54295
NIES-808	Dolichospermum lemmermannii	TAC 437 (A28)	20	747729
NIES-833	Dolichospermum lemmermannii	nan	20	54295
NIES-1922	Dolichospermum minisporum	TAC 554	20	747518
NIES-1923	Dolichospermum minisporum	TAC 555	20	747518
NIES-1924	Dolichospermum minisporum	TAC 556	20	747518
NIES-1677	Dolichospermum mucosum	TAC 425	20	264677
NIES-809	Dolichospermum mucosum	TAC 426 (A10)	20	264677
NIES-1680	Dolichospermum planctonicum	TAC 423	20	1335031
NIES-1681	Dolichospermum planctonicum	TAC 465	20	136072
