Name	Strain	Temp	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Genus
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	HB101	37.0	634468	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109	30.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109[pEcoR4,pRK248cI,pMTC48]	30.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109[pUC 13]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109[pUC 13]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109[pUC 13]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109[pUC 13]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM109[pUC 13]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_pflA-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_pta-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_ppc-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_ppc-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_adhE-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_pykF-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_pflB-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_gnd-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_gnd-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_zwf-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_zwf-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_zwf-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BW25113_zwf-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-10	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-10	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655 / pKB2	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655 / pKB2	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655 / pKB2	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655 / pKB2	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	VH1000 :: ppcnB-lacZ	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	VH1000 :: ppcnB-lacZ	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	VH1000 :: ppcnB-lacZ	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	VH1000 :: ppcnB-lacZ	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655[pBR322]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655[pBR322]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655[pPP1]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655[pPP1]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110[pBR322]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110[pBR322]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110[pPP1]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110[pPP1]	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Thermotoga maritima	nan	85.0	2336	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga
Escherichia coli	ML30G	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	TS689	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-12	37.0	83333	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Salmonella enterica	Typhimurium LT2	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium LT2	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Escherichia coli	MG1655	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MDS12	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM101	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-10_Zwf-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	W3110_Pgi-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-10_PfkA-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	JM101_PykAF-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-12_Mae-_Pck-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MG1655_SdhA-_Mdh-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	K-12_FumA-	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CE3	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	dec/53	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	dec/53	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	dec/53	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	dec/53	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	dec/53	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Clostridium thermocellum	ATCC 27405	60.0	203119	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	MC4100	37.0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Rhizobium etli	M4	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	M4	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	M4	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	Viking 1	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	Viking 1	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	Viking 1	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CIAT613	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CIAT613	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CIAT613	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFN42	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFN42	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	ReTV1	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	ReTV1	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	ReTV2	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	ReTV2	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFNX186	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFNX186	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFNX186-4	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFNX186-4	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFNX186-24	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Rhizobium etli	CFNX186-24	28.0	29449	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium
Vibrio vulnificus	C7184	37.0	672	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Vibrio vulnificus	C7184	37.0	672	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
Natronomonas pharaonis	DSM 2160	40.0	348780	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	168	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Escherichia coli	BL21(DE3)	37.0	469008	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21(DE3)	37.0	469008	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21(DE3)	37.0	469008	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21(DE3)	37.0	469008	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21	37.0	511693	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21	37.0	511693	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21	37.0	511693	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Escherichia coli	BL21	37.0	511693	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
Pseudomonas putida	KT2440	30.0	160488	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	KT2440	30.0	160488	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	KT2440	30.0	160488	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	KT2440	30.0	160488	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	KT2440	30.0	160488	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Bacillus subtilis	1S53	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	1S53	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	1S53	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	1S53	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacillus subtilis	1S53	37.0	1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
Bradyrhizobium japonicum	USDA 110	28.0	375	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium japonicum	USDA 110	28.0	375	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium
Bradyrhizobium japonicum	USDA 110	28.0	375	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium
Hydrogenobacter thermophilus	TK-6	70.0	608538	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter
Hydrogenobacter thermophilus	TK-6	70.0	608538	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter
Hydrogenobacter thermophilus	TK-6	70.0	608538	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Salmonella enterica	Typhimurium	37.0	28901	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
