growthID	strainID	medID	sourceID	Growth_Rate	Growth_Units	pH	Temperature_C	Additional_Notes	contributor_id	approved
623	153	302	111	0,22	1/h		37		1	1
631	156	308	118			6,5	37		1	0
632	156	308	118			6,5	28		1	0
633	157	309	116			7	37		1	0
634	158	309	116			7	37		1	0
635	160	310	117			6	30		1	0
636	162	311	119			5,5	30		1	0
637	163	312	120	0,184		6	30		1	0
638	164	312	120			6	30		1	0
639	165	312	120			6	30		1	0
640	177	313	130			6,3			1	0
641	179	314	132			7,2	40		1	0
642	180	315	123			7	30		1	0
643	168	315	123			7	30		1	0
644	167	316	122			7,5	30		1	0
645	167	317	122			7,5	30		1	0
648	169	319	124			5,5	30		1	0
649	198	320	140			6	30		1	0
650	198	320	140			7	30		1	0
651	198	320	140			8	30		1	0
652	188	321	134			7,5	30		1	0
653	181	322	133	2,35		6,7	37		1	0
654	182	322	133	1,9		6,7	37		1	0
655	183	322	133	1,48		6,7	37		1	0
656	184	322	133	2,2		6,7	37		1	0
657	185	322	133	2,33		6,7	37		1	0
658	186	322	133	1,6		6,7	37		1	0
659	166	318	121	0,052		6,5	28		1	0
665	166	324	121			6,5	28		1	0
666	166	328	121			6,5	28		1	0
668	166	327	121			6,5	28		1	0
669	166	326	121			6,5	28		1	0
670	166	325	121			6,5	28		1	0
673	166	329	121			6,5	28		1	0
685	166	332	121			6,5	28		1	0
686	166	334	121			6,5	28		1	0
687	166	333	121			6,5	28		1	0
688	166	335	121			6,5	28		1	0
689	166	336	121			6,5	28		1	0
690	166	337	121			6,5	28		1	0
691	166	338	121			6,5	28		1	0
692	166	339	121			6,5	28		1	0
693	166	340	121			6,5	28		1	0
694	166	341	121			6,5	28		1	0
695	166	342	121			6,5	28		1	0
697	163	343	120			6	30		1	0
698	164	343	120			6	30		1	0
699	165	343	120			6	30		1	0
701	162	344	119			5,5	30		1	0
704	159	346	117			6	30		1	0
705	157	345	116			7	37		1	0
706	158	345	116			7	37		1	0
708	169	348	124			5,5	30		1	0
710	169	349	124			5,5	30		1	0
712	169	350	124			5,5	30		1	0
714	169	351	124			5,5	30		1	0
715	169	352	124			5,5	30		1	0
716	169	353	124			5,5	30		1	0
717	169	354	124			5,5	30		1	0
718	169	355	124			5,5	30		1	0
719	169	356	124			5,5	30		1	0
720	169	357	124			5,5	30		1	0
721	169	358	124			5,5	30		1	0
722	169	359	124			5,5	30		1	0
723	169	360	124			5,5	30		1	0
724	169	361	124			5,5	30		1	0
725	169	362	124			5,5	30		1	0
726	169	363	124			5,5	30		1	0
727	169	364	124			5,5	30		1	0
728	169	365	124			5,5	30		1	0
729	169	366	124			5,5	30		1	0
730	169	367	124			5,5	30		1	0
731	169	368	124			5,5	30		1	0
732	169	369	124			5,5	30		1	0
733	169	370	124			5,5	30		1	0
734	169	371	124			5,5	30		1	0
735	169	372	124			5,5	30		1	0
736	169	373	124			5,5	30		1	0
737	169	374	124			5,5	30		1	0
738	169	375	124			5,5	30		1	0
739	169	376	124			5,5	30		1	0
740	169	377	124			5,5	30		1	0
741	169	378	124			5,5	30		1	0
742	169	379	125	0,069		5,5	30		1	1
743	170	379	125	0,049		5,5	30		1	1
744	169	380	125	0,059		5,5	30		1	1
745	170	380	125	0,071		5,5	30		1	1
746	204	381	143				88		1	1
747	204	382	143			6,3	85		1	1
748	188	383	135	0,0187		7,8	30		1	0
749	188	384	135	0,0185		7,8	30		1	0
750	188	385	135	0,0204		7,8	30		1	1
751	188	386	136	0,0167		7,5	31	Light-pulsed	1	0
752	188	386	136	0,0166		7,5	31	Dark	1	1
753	188	387	136	0,024		8	31	Light-pulsed	1	1
754	188	387	136	0,0061		8	31	Dark	1	1
755	189	388	136	0,024		8	31		1	1
756	197	389	139			6,7	33		1	1
757	197	390	139			6,7	33		1	1
758	198	391	140			6	30		1	0
759	198	391	140			7	30		1	1
760	198	391	140			8	30		1	1
761	181	392	133	0,6		6,7	37		1	0
762	183	393	133	0,36		6,7	37		1	0
763	184	392	133	0,56		6,7	37		1	1
764	182	392	133	0,53		6,7	37		1	1
765	185	392	133	0,7		6,7	37		1	1
766	186	392	133	0,63		6,7	37		1	1
767	199	394	141			7	37		1	1
768	200	395	141				37		1	1
769	202	395	141				37		1	1
770	203	395	141				37		1	1
771	192	396	138	0,33		5	30		1	1
772	191	397	137			5	30		1	1
773	191	398	137			5	30		1	1
774	155	399	115	0,45		5	30		1	1
775	155	400	115	0,13		5	30		1	1
776	190	400	115	0,13		5	30		1	1
777	193	396	138	0,28		5	30		1	1
778	194	396	138	0,25		5	30		1	1
779	195	396	138	0,29		5	30		1	1
780	196	396	138	0,27		5	30		1	1
781	171	401	128	0,28		7,2	30		1	1
782	171	402	128	0,32		7,2	30		1	1
783	171	403	128	0,31		7,2	30		1	1
784	171	404	128	0,29		7,2	30		1	1
785	171	405	128	0,36		7,2	30		1	1
786	171	406	128	0,73		7,2	30		1	1
787	172	406	128	0,63		7,2	30		1	1
788	176	406	128	0,55		7,2	30		1	1
789	174	406	128	0,63		7,2	30		1	1
790	175	406	128	0,64		7,2	30		1	1
791	176	407	129	1		6,6	30		1	1
792	176	408	129	0,6		6,6	30		1	1
793	175	409	129	0,5		6,6	30		1	1
794	176	410	129	0,23		6,6	30		1	1
795	175	411	129	0,37		6,6	30		1	1
796	171	412	126			6,6	30		1	1
797	171	413	127	0,905		6,6	30	Anaerobic	1	1
798	171	414	127	0,83		6,6	30	Microaerobic	1	1
799	171	415	127	0,78		6,6	30	Microaerobic	1	1
800	171	413	127	0,818		6,6	30	Microaerobic	1	1
802	171	413	127	0,784		6,6	30	Aerobic	1	1
803	178	416	131			6,7	33		1	1
804	178	417	131			6,7	33		1	1
805	178	418	131			6,7	33		1	1
806	178	419	131			6,7	33		1	1
807	178	420	131			6,7	33		1	1
808	178	421	131			6,7	33		1	1
809	178	422	131			6,7	33		1	1
810	178	423	131			6,7	33		1	1
811	178	424	131			6,7	33		1	1
812	178	425	131			6,7	33		1	1
813	178	426	131			6,7	33		1	1
814	178	427	131			6,7	33		1	1
815	178	428	131			6,7	33		1	1
816	178	429	131			6,7	33		1	1
817	178	430	131			6,7	33		1	1
818	178	431	131			6,7	33		1	1
819	178	432	131			6,7	33		1	1
820	178	433	131			6,7	33		1	1
821	178	434	131			6,7	33		1	1
822	178	435	131			6,7	33		1	1
823	178	436	131			6,7	33		1	1
824	178	437	131			6,7	33		1	1
825	178	438	131			6,7	33		1	1
826	178	439	131			6,7	33		1	1
827	178	440	131			6,7	33		1	1
828	178	441	131			6,7	33		1	1
829	178	442	131			6,7	33		1	1
830	178	443	131			6,7	33		1	1
831	178	444	131			6,7	33		1	1
832	178	445	131			6,7	33		1	1
833	178	446	131			6,7	33		1	1
834	178	447	131			6,7	33		1	1
835	178	448	131			6,7	33		1	1
836	178	449	131			6,7	33		1	1
837	178	450	131			6,7	33		1	1
838	178	451	131			6,7	33		1	1
839	178	452	131			6,7	33		1	1
840	178	453	131			6,7	33		1	1
841	178	454	131			6,7	33		1	1
842	178	455	131			6,7	33		1	1
843	178	456	131			6,7	33		1	1
844	178	457	131			6,7	33		1	1
845	178	458	131			6,7	33		1	1
846	178	459	131			6,7	33		1	1
847	178	460	131			6,7	33		1	1
848	178	461	131			6,7	33		1	1
849	178	462	131			6,7	33		1	1
850	178	463	131			6,7	33		1	1
851	178	464	131			6,7	33		1	1
852	178	465	131			6,7	33		1	1
853	178	466	131			6,7	33		1	1
854	178	467	131			6,7	33		1	1
855	178	468	131			6,7	33		1	1
856	178	469	131			6,7	33		1	1
857	178	470	131			6,7	33		1	1
858	178	471	131			6,7	33		1	1
859	205	472	144			8	35		1	1
860	206	472	144			8	35		1	1
861	208	473	148	0,27		6,5	30		1	1
862	207	474	147			6,5	37		1	1
863	216	474	147			6,5	37		1	1
864	215	474	147			6,5	37		1	1
865	212	474	147			6,5	37		1	1
866	213	474	147			6,5	37		1	1
867	214	474	147			6,5	37		1	1
868	209	474	147			6,5	37		1	1
869	210	474	147			6,5	37		1	1
870	211	474	147			6,5	37		1	1
871	218	475	149	0,0171		7,5	20	Pyruvate and glycine concentrations are maxima	4	1
872	218	476	150	0,0171		7,5	20		4	1
873	218	477	149	0,0171		7,5	20	Pyruvate and serine concentrations are maxima	4	1
874	218	478	150	0,0171		7,5	20		4	1
875	217	476	150	0,0146		7,5	20	Pyruvate and glycine concentrations are maxima	4	1
876	217	475	149	0,0146		7,5	20	Pyruvate and glycine concentrations are maxima	4	1
877	217	478	150	0,0146		7,5	20	Pyruvate and serine concentrations are maxima	4	1
878	217	477	149	0,0146		7,5	20	Pyruvate and serine concentrations are maxima	4	1
879	217	479	151			7,5	20	Pyruvate and glycine concentrations are maxima	4	1
880	217	480	151			7,5	20	Pyruvate and glycine concentrations are maxima	4	1
881	217	481	151			7,5	20	Pyruvate and glycine concentrations are maxima	4	1
882	217	482	151			7,5	20	Pyruvate and glycine concentrations are maxima	4	1
883	217	483	151			7,5	20	Pyruvate and glycine concentrations are maxima	4	1
884	217	484	151			7,5	20	Pyruvate and glycine concentrations are maxima	4	1
